sourceKeyword,PRDLST_NM,PRDLST_DCNM,POG_DAYCNT,QLITY_MNTNC_TMLMT_DAYCNT,BSSH_NM,PRDLST_REPORT_NO,PRMS_DT,LAST_UPDT_DTM
돼지고기,교동 돼지고기장조림,조림류,제조일로부터 12개월,,(주)교동식품,19970440082376,20230314,20230316
돼지고기,교동 한가득 돼지고기 장조림,조림류,제조일로부터 12개월,,(주)교동식품,19970440082375,20230125,20240430
돼지고기,구운돼지고기향 #1,향료제제,해당없음,,서울향료인천공장,197401990047740,20250414,20260130
소고기,PHO BO 소고기 쌀국수,간편조리세트,제조일로부터 9개월까지,,(주)마이셰프,20230377067190,20230824,20230908
소고기,PHO소고기쌀국수장국,소스,제조일로부터 9개월,,(주)소울,20150347289203,20170124,20170125
소고기,PHO소고기쌀국수장국,소스,제조일로부터 6개월,,(주)소울,20150347289202,20170120,20170123
소고기,PHO소고기쌀국수장국-2,소스,제조일로부터 6개월,,(주)태성에프에스,2019036311426,20200114,20241008
소고기,PHO소고기쌀국수장국-2,소스,제조일로부터 6개월,,(주)소울,20150347289489,20180831,20250115
소고기,RD소고기죽(농축),즉석조리식품,제조일로부터 12개월,,주식회사 엄지식품,201504932081124,20230609,20240117
소고기,SC 이로운 죽 소고기,즉석조리식품,12개월,12개월,서창산업(주),19910257032209,20200813,20250124
소고기,SD 발아현미소고기무아욱진밥,영.유아용 이유식,제조일로부터 1개월까지,,(주)에코맘의 산골이유식,20200614037572,20220408,20220414
소고기,SD 소고기연근진밥,영.유아용 이유식,제조일로부터 1개월까지,,(주)에코맘의 산골이유식,20200614037590,20220408,20220414
소고기,SD 소고기연근진밥,영.유아용 이유식,제조일로부터 1개월까지,,(주)에코맘의 산골이유식,20200614037606,20220408,20220414
소고기,SK F&B 얼큰소고기무국,즉석조리식품,제조일부터 10개월 (냉동보관),,(주)동원홈푸드,201904421491847,20240105,20240111
소고기,SK F&B 얼큰소고기무국-S,즉석조리식품,제조일부터 10개월 (냉동보관),,(주)동원홈푸드,201904421491934,20240223,20240227
소고기,"The 맛, 소고기 진한 다시 분말",복합조미식품,제조일로부터 18개월(실온),,주식회사 다솜식품,2014044902368,20241105,20250318
소고기,The미식 경상도소고기뭇국,즉석조리식품,제조일로부터 12개월까지,-,(주)하림산업 함열식품1공장,20200491392638,20250716,20250718
소고기,The미식 사골소고기미역국,즉석조리식품,제조일로부터 12개월까지,-,(주)하림산업 함열식품1공장,20200491392641,20250717,20250720
소고기,The미식 소고기된장전골,간편조리세트,제조일로부터 12개월까지,,(주)하림산업 함열식품1공장,20200491392540,20241016,20241018
소고기,The미식 소고기된장전골 밀키트,간편조리세트,제조일로부터 12개월까지,,(주)하림산업 함열식품1공장,20200491392533,20240910,20240912
소고기,The미식 소고기뭇국,즉석조리식품,제조일로부터 12개월까지,,(주)하림산업 함열식품1공장,20200491392475,20240401,20240615
소고기,The미식 소고기미역국,즉석조리식품,제조일로부터 12개월까지,,(주)하림산업 함열식품1공장,20200491392362,20230216,20240615
소고기,The미식 소고기육개장,즉석조리식품,제조일로부터 12개월까지,,(주)하림산업 함열식품1공장,20200491392377,20230406,20240307
소고기,The미식 소고기장터국,즉석조리식품,제조일로부터 12개월 까지,,(주)하림산업 함열식품1공장,20200491392478,20240409,20240410
소고기,The미식 소고기표고손만두,만두,제조일로부터 9개월,,(주)하림산업 함열식품1공장,20200491392432,20230821,20240117
소고기,The미식 큰 소고기미역국,즉석조리식품,제조일로부터 12개월까지,,(주)하림산업 함열식품1공장,20200491392504,20240708,20240710
소고기,The미식 큰 소고기육개장,즉석조리식품,제조일로부터 12개월까지,,(주)하림산업 함열식품1공장,20200491392482,20240708,20240710
소고기,The미식 큼직한 건더기 소고기미역국,즉석조리식품,제조일로부터 12개월까지,,(주)하림산업 함열식품1공장,20200491392693,20260327,20260330
소고기,[2배 농축]맑은소고기무국,즉석조리식품,제조일로부터 12개월,,(주)현대그린푸드 스마트푸드센터,201902803271709,20201207,20241024
소고기,[고혈압식단] 삼치파스타&소고기장조림 세트,고혈압환자용 식단형 식품,제조일로부터 270일,,(주)현대그린푸드 스마트푸드센터,201902803274271,20250617,20250619
소고기,[당뇨식단] 경상도식소고기무국 세트,당뇨환자용 식단형 식품,제조일로부터 270일,,(주)현대그린푸드 스마트푸드센터,201902803273039,20230710,20250519
소고기,[당뇨식단] 배추소고기덮밥 세트,당뇨환자용 식단형 식품,제조일로부터 4일,,(주)현대그린푸드 스마트푸드센터,201902803273077,20230809,20240820
소고기,[당뇨식단] 연잎영양밥/소고기장조림 세트,당뇨환자용 식단형 식품,제조일로부터 270일,,(주)현대그린푸드 스마트푸드센터,201902803274263,20250617,20250619
닭고기,고구마닭고기블루베리양배추죽,영.유아용 이유식,제조일로부터 12일,,주식회사 지니온,20240320157407,20240806,20240808
닭고기,고기(소고기/닭고기)소스,소스,제조일로부터 12개월,,제이앤엘푸드,2021032659530,20250222,20250301
닭고기,고추장닭고기볶음,조림류,제조일로부터 냉장14일,,동이푸드,2015036231563,20161108,20210925
닭고기,구수한 닭고기버섯들깨탕,즉석조리식품,제조일로부터 10일,,(주)베베쿡,200303806613065,20250617,20251128
닭고기,구운닭고기샐러드&시저드레싱,즉석섭취식품,제조일로부터 4일,제조일로부터 4일,(주)하니푸드,20210268770348,20230811,20230819
닭고기,구운닭고기향 23036052,향료제제,,해당없음.,아로마라인(주),200202750454882,20230503,20230510
닭고기,김민교의 사와디밥 닭고기바질볶음밥,즉석조리식품,"냉동, 12개월",,(주)시아스,200504150203348,20190515,20191129
닭고기,깻잎 양념 닭고기 덮밥소스,즉석조리식품,제조일로부터 12개월,,주식회사 서림원,2021037915729,20240806,20241022
닭고기,꼬끼오닭고기토마토스튜&조각피자,간편조리세트,제조일로부터 12개월,,솜씨협동조합,20180348238476,20240927,20241001
닭고기,꽈리고추매콤닭고기구이,즉석조리식품,제조일로부터 6일,,라임에프앤비(주),20210222240610,20241216,20241217
닭고기,나시고랭(닭고기),즉석섭취식품,제조일로부터 4일,제조일로부터 4일,에프앤지 씨케이 센터,20240214802167,20260505,20260508
닭고기,나시고랭(닭고기),즉석섭취식품,제조일로부터 4일,제조일로부터 4일,에프앤지 씨케이 센터,2024021480286,20250826,20260204
닭고기,남양 아이꼬야 맘스쿠킹 닭고기시금치카레아기밥,영.유아용 이유식,제조일로부터 366일,,건강한사람들 주식회사,201904773391014,20240307,20250910
닭고기,노 미트(닭고기 대체육),즉석조리식품,제조일로부터 1년,실온 1년,(주)베지푸드,20020332788157,20200208,20200214
닭고기,느타리닭고기로메인비트죽,영.유아용 이유식,제조일로부터 12일,,주식회사 지니온,20240320157463,20240828,20240830
닭고기,느타리닭고기로메인죽,영.유아용 이유식,제조일로부터 12일,,주식회사 지니온,20240320157164,20240501,20250501
닭고기,느타리닭고기케일죽,영.유아용 이유식,제조일로부터 12일,,주식회사 지니온,20240320157613,20250205,20250211
닭고기,다시다 닭고기(DASIDA Chicken Bouillon Powder),복합조미식품,18개월,,씨제이제일제당주식회사,19910144038460,20120425,20260124
닭고기,다온닭고기양념,소스,6개월,,(주)시아스,200504150201663,20140117,20181130
닭고기,닭고기 듬뿍 초계국수,간편조리세트,제조일로부터 7일,,농업회사법인(주)승화푸드,200700565441711,20210614,20220531
닭고기,닭고기 듬뿍 초계국수(2),간편조리세트,제조일로부터 9개월,,농업회사법인(주)승화푸드,200700565441718,20210629,20220531
닭고기,닭고기 만능 간장양념,소스,"6개월, 냉장",,대원,200104432042417,20210813,20210820
닭고기,닭고기 만능 고추장양념,소스,"6개월, 냉장",,대원,200104432042416,20210813,20210820
닭고기,닭고기 만두,만두,제조일로부터6개월,해당없음,퀸케이트(Queen kate,202505701747,20251206,20251213
닭고기,닭고기 만두,만두,제조일로부터 9개월,,아셋(ASET),2019054274518,20251104,20251105
닭고기,닭고기 맑은무국,즉석조리식품,제조일로부터 4일,,시화당,20210363160136,20221130,20221206
닭고기,닭고기 맛 다시,복합조미식품,제조일로부터 18개월까지,,(주)해마,20070391155313,20110614,20260312
닭고기,닭고기 무스,즉석조리식품,제조일로부터 12개월,-,(주)에코맘의 산골이유식,20200614037867,20220823,20240322
닭고기,닭고기 물만두,만두,제조일로부터 9개월,,이토피아(EATOPIA),202504636936,20260112,20260130
닭고기,닭고기 미음,영.유아용 이유식,제조일로부터 25일,,(주)에르코스농업회사법인,20100231185385,20230720,20250614
불고기,3.5 소불고기 납작당면,식육함유가공품,제조일로부터 1년,제조일로부터 1년,주)씨엔에스테크,2015038072498,20230214,20230610
불고기,33 BULGOGI BIBIBBAP 33 불고기 비빔밥,즉석조리식품,냉동 18개월,,(주)이에스그린푸드,20170443338804,20251218,20260115
불고기,3XL만능고추장아찌불고기,즉석섭취식품,제조시간으로부터 48시간,,(주)비지에프푸드,20200450031348,20240108,20240110
불고기,3배농축불고기소스,소스,7개월  실온,,(주)원일식품,200004430422424,20150903,20160706
불고기,3분오삼불고기덮밥소스,소스,12월(실온),,(주)오뚜기,20010445055302,20120605,20180309
불고기,3시 불고기 오븐 사각피자,빵류,제조일로부터 12개월,,(주)지지푸드,20080294280403,20231127,20240427
불고기,3시오븐 불고기피자,빵류,제조일로부터 12개월,,(주)지지푸드,20080294280412,20240306,20240803
불고기,3시오븐 삼각불고기피자,빵류,제조일로부터 12개월,,(주)지지푸드,20080294280424,20240520,20240522
불고기,3시오븐 소불고기피자,빵류,제조일로부터 12개월,,(주)지지푸드,20080294280432,20240801,20240806
불고기,3호 소불고기도시락,즉석섭취식품,제조시간으로부터 8시간,,청구도시락,2000017607738,20240109,20240111
불고기,"5,980 불고기 샌드위치",즉석섭취식품,제조시간으로부터 76시간,,(주)신세계푸드오산공장,200203364252886,20260408,20260415
불고기,550 표고버섯소불고기덮밥,즉석조리식품,제조일로부터 12개월,,에이푸드 주식회사,20090445082697,20241119,20241122
불고기,550 해물소불고기덮밥,즉석조리식품,제조일로부터 12개월까지,,에이푸드 주식회사,20090445082698,20241120,20241121
불고기,592 불고기소스,소스,6개월,,(주)유진푸드,20180452496175,20211028,20211030
불고기,5V 소불고기,즉석조리식품,제조일로부터 12개월까지(냉동보관),,메디쏠라 연구소 키친,20160116016413,20240215,20241001
불고기,5가지국산곡물로만든 소불고기밥,즉석조리식품,제조일로부터 9개월까지,,천일식품(주),199301993491214,20210323,20210421
불고기,678불고기간장소스,소스,제조일로부터 6개월까지,,(주)에프앤에스식품,2021035217837,20210517,20210525
불고기,68 불고기 피자,빵류,제조일로부터 12개월까지,,(주)한맥홈푸드,2019039114196,20251128,20251202
불고기,79대포석쇠불고기소스,소스,제조일로부터 6개월까지,,(주)호반식품,20160415051814,20220318,20220322
불고기,7가지채소불고기비빔밥,즉석조리식품,제조일로부터 9개월까지,,천일식품(주),199301993491006,20180221,20180710
불고기,7번가고추장불고기소스,소스,6개월,,(주)뫼루니식품,19980208183860,20230309,20250426
불고기,88서울불고기김치찌개소스,소스,제조일부터 3개월 (냉장보관),,(주)동원홈푸드,200204610738956,20170822,20170826
불고기,88서울불고기냉면육수,소스,제조일부터 3개월 (냉장보관),,(주)동원홈푸드,200204610738881,20170713,20170717
불고기,88서울불고기두루치기소스,소스,제조일부터 4개월 (냉장보관),,(주)동원홈푸드,200204610738882,20170713,20170717
불고기,88서울불고기소스,소스,6개월,,(주)선도식품,20070445032133,20170908,20180309
불고기,88콩나물불고기용소스,소스,제조일로부터 6개월,,태원식품산업(주),1985031100113827,20231106,20231107
불고기,88콩나물불고기용소스,소스,제조일로부터 6개월,,태원식품산업(주),1985031100113819,20231103,20231107
불고기,92간장불고기소스,소스,제조일로부터 12개월까지,,(주)삼일에프엔비,200504641271311,20240325,20240329
불고기,A.1.빅모짜직화불고기버거,즉석섭취식품,제조시간으로부터 96시간까지 (냉장),,(주)샌드팜,200803382231168,20260416,20260422
불고기,A.1.빅모짜직화불고기버거,즉석섭취식품,제조시간으로부터 96시간까지 (냉장),,주식회사 샌드팜 영남공장,200901880321006,20260416,20260421
생선,SC 흰살생선완두콩옹근죽,영.유아용 이유식,제조일로부터 1개월까지,,(주)에코맘의 산골이유식,20200614037684,20220412,20220414
생선,SC 흰살생선잎새버섯검은깨옹근죽,영.유아용 이유식,제조일로부터 1개월까지,,(주)에코맘의 산골이유식,20200614037681,20220412,20220414
생선,SC 흰살생선죽순옹근죽,영.유아용 이유식,제조일로부터 1개월까지,,(주)에코맘의 산골이유식,20200614037670,20220412,20220414
생선,SC 흰살생선참깨옹근죽,영.유아용 이유식,제조일로부터 1개월까지,,(주)에코맘의 산골이유식,20200614037632,20220409,20220414
생선,SC 흰살생선콜리플라워옹근죽,영.유아용 이유식,제조일로부터 1개월까지,,(주)에코맘의 산골이유식,20200614037830,20220531,20220603
생선,SC 흰살생선콩비지옹근죽,영.유아용 이유식,제조일로부터 1개월까지,,(주)에코맘의 산골이유식,20200614037835,20220531,20220603
생선,SC 흰살생선파프리카옹근죽,영.유아용 이유식,제조일로부터 1개월까지,,(주)에코맘의 산골이유식,20200614037686,20220413,20220414
생선,SD 아스파라거스생선진밥,영.유아용 이유식,제조일로부터 1개월까지,,(주)에코맘의 산골이유식,20200614037600,20220408,20220414
생선,SD 흰살생선감자곤드레진밥,영.유아용 이유식,제조일로부터 1개월까지,,(주)에코맘의 산골이유식,20200614037860,20220627,20220706
생선,SD 흰살생선두부진밥,영.유아용 이유식,제조일로부터 1개월까지,,(주)에코맘의 산골이유식,20200614037540,20220407,20220413
생선,SD 흰살생선모듬버섯진밥,영.유아용 이유식,제조일로부터 1개월까지,,(주)에코맘의 산골이유식,20200614037564,20220407,20220414
생선,SD 흰살생선모듬채소진밥,영.유아용 이유식,제조일로부터 1개월까지,,(주)에코맘의 산골이유식,20200614037597,20220408,20220414
생선,SD 흰살생선밀쌀완두콩진밥,영.유아용 이유식,제조일로부터 1개월까지,,(주)에코맘의 산골이유식,20200614037595,20220408,20220414
생선,SD 흰살생선서리태미역진밥,영.유아용 이유식,제조일로부터 1개월까지,,(주)에코맘의 산골이유식,20200614037596,20220408,20220414
생선,SD 흰살생선숙주진밥,영.유아용 이유식,제조일로부터 1개월까지,,(주)에코맘의 산골이유식,20200614037543,20220407,20220413
생선,SD 흰살생선참깨진밥,영.유아용 이유식,제조일로부터 1개월까지,,(주)에코맘의 산골이유식,20200614037565,20220407,20220414
생선,SD 흰살생선파프리카진밥,영.유아용 이유식,제조일로부터 1개월까지,,(주)에코맘의 산골이유식,20200614037601,20220408,20220414
생선,S흰살생선두부양송이묽은죽,영.유아용 이유식,제조일로부터 12일까지,,(주)에코맘의 산골이유식,20200614037110,20200416,20230609
생선,S흰살생선보리묽은죽,영.유아용 이유식,제조일로부터 12일까지,,(주)에코맘의 산골이유식,202006140371090,20240618,20240619
생선,S흰살생선보리묽은죽,영.유아용 이유식,제조일로부터 12일까지,,(주)에코맘의 산골이유식,20200614037403,20200617,20200624
생선,S흰살생선새송이묽은죽,영.유아용 이유식,제조일로부터 12일까지,,(주)에코맘의 산골이유식,20200614037111,20200416,20201205
생선,S흰살생선순두부묽은죽,영.유아용 이유식,제조일로부터 12일까지,,(주)에코맘의 산골이유식,2020061403790,20200415,20201205
생선,S흰살생선시금치묽은죽,영.유아용 이유식,제조일로부터 12일까지,,(주)에코맘의 산골이유식,20200614037404,20200617,20200624
생선,S흰살생선채소묽은죽,영.유아용 이유식,제조일로부터 12일까지,,(주)에코맘의 산골이유식,20200614037405,20200617,20200624
생선,S흰살생선파래김묽은죽,영.유아용 이유식,제조일로부터 12일까지,,(주)에코맘의 산골이유식,20200614037406,20200617,20200624
생선,S흰살생선호랑이콩묽은죽,영.유아용 이유식,제조일로부터 12일까지,,(주)에코맘의 산골이유식,202006140371092,20240618,20240619
생선,S흰살생선홍미묽은죽,영.유아용 이유식,제조일로부터 12일까지,,(주)에코맘의 산골이유식,202006140371091,20240618,20240619
생선,S흰살생선홍미묽은죽,영.유아용 이유식,제조일로부터 12일까지,,(주)에코맘의 산골이유식,20200614037407,20200617,20200624
생선,VIVID KITCHEN 생선조림양념,소스,제조일부터 6개월 (냉장보관),,(주)동원홈푸드,20190442149535,20201116,20210529
생선,VIVID KITCHEN 생선조림양념,소스,제조일부터 6개월 (냉장보관),,(주)동원홈푸드,2002046107310876,20201116,20210408
고등어,OVD 고등어데리야끼구이,기타 수산물가공품,제조일로부터 7일,,씨제이프레시웨이 주식회사 센트럴키친중부지점,20200374351202,20231201,20231205
고등어,OVD 고등어데리야끼구이(50~70g),기타 수산물가공품,제조일로부터 7일,,씨제이프레시웨이 주식회사 센트럴키친중부지점,20200374351214,20240108,20240109
고등어,OVD 고등어시래기조림(50~70g),기타 수산물가공품,제조일로부터 15일,,씨제이프레시웨이 주식회사 센트럴키친중부지점,20200374351278,20241024,20241025
고등어,OVD 고등어시래기조림(70~90g),기타 수산물가공품,제조일로부터 15일,,씨제이프레시웨이 주식회사 센트럴키친중부지점,20200374351279,20241024,20260220
고등어,OVD 고등어양념구이(50~70g),기타 수산물가공품,제조일로부터 7일,,씨제이프레시웨이 주식회사 센트럴키친중부지점,20200374351249,20240704,20240709
고등어,OVD 고등어양념구이(70~90g),기타 수산물가공품,제조일로부터 7일,,씨제이프레시웨이 주식회사 센트럴키친중부지점,20200374351251,20240715,20250124
고등어,OVD 양념고등어(50~70g),기타 수산물가공품,제조일로부터 20일,-,씨제이프레시웨이 주식회사 센트럴키친중부지점,20200374351173,20230919,20231214
고등어,OVD 양념고등어(70~90g),기타 수산물가공품,제조일로부터 7일,,씨제이프레시웨이 주식회사 센트럴키친중부지점,20200374351222,20240227,20240228
고등어,The 푸짐한 얼큰달큰 시래기 고등어 조림,기타 수산물가공품,1년,1년,해마(주),19960389021157,20240620,20240621
고등어,Visio 고등어크림리조또,즉석조리식품,24개월,,(주)진푸드,20200382755528,20251223,20260201
고등어,[고혈압식단] 고등어구이&동태전 세트,고혈압환자용 식단형 식품,제조일로부터 4일,,(주)현대그린푸드 스마트푸드센터,201902803274416,20250717,20250719
고등어,[고혈압식단] 고등어구이&사태찜 세트,고혈압환자용 식단형 식품,제조일로부터 4일,,(주)현대그린푸드 스마트푸드센터,201902803274269,20250617,20260422
고등어,[고혈압식단] 고등어솥밥,고혈압환자용 식단형 식품,제조일로부터 270일,,(주)현대그린푸드 스마트푸드센터,201902803274253,20250617,20260407
고등어,[당뇨식단] 갓김치고등어조림 세트,당뇨환자용 식단형 식품,제조일로부터 4일,,(주)현대그린푸드 스마트푸드센터,201902803274675,20251226,20251227
고등어,[당뇨식단] 고등어솥밥 세트,당뇨환자용 식단형 식품,제조일로부터 270일,,(주)현대그린푸드 스마트푸드센터,201902803274322,20250611,20260414
고등어,[당뇨식단] 고등어파스타,당뇨환자용 식단형 식품,제조일로부터 270일,,(주)현대그린푸드 스마트푸드센터,201902803274310,20250618,20260407
고등어,[씨투게더]레드칠리 고등어구이소스,소스,제조일로부터 6개월까지,,주식회사 영화 광주공장,20170368024183,20200730,20200805
고등어,[씨투게더]순살 레드칠리 고등어구이,기타 수산물가공품,제조일로부터 1년,,(주)부산해사랑,2014014410452,20200804,20200805
고등어,[씨투게더]순살 바베큐 고등어구이,기타 수산물가공품,제조일로부터 1년,,(주)부산해사랑,2014014410451,20200804,20200805
고등어,[씨투게더]순살 진저소이 고등어구이,기타 수산물가공품,제조일로부터 1년까지,,(주)부산해사랑,2014014410450,20200804,20200805
고등어,[씨투게더]진저소이 고등어구이소스,소스,제조일로부터 6개월까지,,주식회사 영화 광주공장,20170368024182,20200730,20210909
고등어,[암식단] 고등어솥밥 세트,암환자용 식단형 식품,제조일로부터 270일,,(주)현대그린푸드 스마트푸드센터,201902803274309,20250618,20260407
고등어,[자연's LOVE] 촉촉한 국산 고등어,기타 수산물가공품,제조일로 부터 12개월 까지,,(주)락피쉬,20170128095105,20220608,20221022
고등어,[자연's Love]제주 고등어,기타 수산물가공품,제조일로부터 24개월,,한림수산업협동조합,2015062748341,20251201,20251202
고등어,[투석식단] 고등어구이&동태전 세트,신장질환자용 식단형 식품,제조일로부터 4일,,(주)현대그린푸드 스마트푸드센터,201902803274413,20250716,20250717
고등어,[투석식단] 고등어구이&사태찜 세트,신장질환자용 식단형 식품,제조일로부터 4일,,(주)현대그린푸드 스마트푸드센터,201902803274261,20250617,20260422
고등어,bibigo 고등어구이,기타 수산물가공품,제조일로부터 12개월,,씨제이 씨푸드 주식회사,19870275001567,20210219,20240419
고등어,bibigo 고등어구이,기타 수산물가공품,제조일로부터 12개월,,참바다영어조합법인 멀티센터,20160500054288,20241206,20241211
고등어,bibigo 순살 고등어구이,기타 수산물가공품,제조일로부터 12개월,,씨제이 씨푸드 주식회사,19870275001585,20210719,20240419
고등어,bibigo 순살고등어구이,기타 수산물가공품,제조일로부터 12개월,,참바다영어조합법인 멀티센터,20160500054289,20241206,20241211
새우,39팝콘새우튀김,기타 수산물가공품,제조일로부터 12개월까지,,주식회사 와이앤비푸드,20120464159203,20251210,20260117
새우,3종 새우회,기타 수산물가공품,제조일로부터 24개월까지,,(주)비산,20150128107160,20240508,20240509
새우,55.5코코넛흰다리새우까스,기타 수산물가공품,제조일로부터 12개월까지,,(주)그린푸드,20000149041439,20190515,20210824
새우,5가지 야채듬뿍 새우볶음밥,즉석조리식품,제조일로부터 12개월까지,,농업회사법인 주식회사 한우물,200804930741073,20220208,20240117
새우,5분전자렌지 새우볶음밥,즉석조리식품,9개월,,천일식품(주),19930199349618,20131118,20180710
새우,8곡 크리스피 새우칩,기타 수산물가공품,제조일로부터 12개월까지,,주식회사 시즈너FS,200104440025,20230511,20230518
새우,ASC 흰다리 새우살,기타 수산물가공품,제조일로부터 2년까지,,영어조합법인 서풍,20060506724460,20240706,20240710
새우,ASC 흰다리새우살 PDTO,기타 수산물가공품,제조일로부터 2년까지,,영어조합법인 서풍,20060506724665,20260330,20260410
새우,ASC인증 새우와 국산 채소로 꽉찬 얇은피 새우만두,만두,제조일로부터 12개월 까지,,(주)지엠에프,19950492079580,20191016,20240222
새우,ASC인증 흰다리 새우살,기타 수산물가공품,제조일로부터 2년까지,,영어조합법인 서풍,20060506724411,20240419,20260410
새우,Ablab 깐쇼새우 2630,기타 수산물가공품,제조일로부터 365일,,(주)해창수산,19980506039147,20250422,20251128
새우,BBQ 새우볶음밥,즉석조리식품,제조일로 부터 9개월 (-18℃이하 냉동보관),,오뚜기냉동식품 주식회사,20040355580156,20160901,20160907
새우,BBQ새우어묵,어묵,제조일로부터 60일까지,,(주)늘푸른바다,19960144406586,20190517,20190518
새우,BBQ새우패티,기타 수산물가공품,제조일로부터 9개월까지,,우일수산(주),1994047102963,20021014,20161014
새우,BIG 새우볶음밥,즉석조리식품,제조일로부터 12개월,,오뚜기냉동식품 주식회사,20040355580247,20190319,20231216
새우,BS비법 새우장,절임식품,제조일로부터 12개월,,영동씨푸드(주),20100333065699,20260414,20260415
새우,BT새우젓용양념장,소스,제조일로부터 6개월까지(냉장),,주식회사 다담푸드,20080199577744,20230828,20241011
새우,Brave 통살새우까스,기타 수산물가공품,제조일로부터 냉동 9개월까지,,(주)하늘푸드제2공장,20140364316128,20230209,20260201
새우,Brave 통살새우까스,기타 수산물가공품,제조일로부터 냉동 9개월까지,,(주)하늘푸드 제3공장,2024056209833,20240507,20260201
새우,C-COOK 새우구이,기타 수산물가공품,12개월,,계도마을6차산업화추진위원회,202006047066,20210824,20210826
새우,CAS급냉새우,기타 수산물가공품,12개월,,청정남해 주식회사,2019061310010,20220408,20230513
새우,CJK X.O새우교자,만두,제조일로부터 12개월까지 (-18℃이하 냉동보관),,크리스탈제이드 센트럴키친,2023037701853,20260202,20260206
새우,CJK 새우장 소스,소스,제조일로부터 냉장(10℃ 이하) 6개월,해당없음.,크리스탈제이드 센트럴키친,2023037701843,20231026,20231227
새우,CJK 전처리 두부피 새우말이,만두,제조일로부터 12개월까지  (-18℃이하 냉동보관),,크리스탈제이드 센트럴키친,2023037701815,20240806,20260127
새우,CJK 전처리 새우탕면 육수,소스,제조일로부터 12개월까지 (18℃이하 냉동보관),,크리스탈제이드 센트럴키친,2023037701846,20240820,20251106
새우,CJK 크리스피 보리새우 크래커,만두,제조일로부터 12개월까지  (-18℃이하 냉동보관),,크리스탈제이드 센트럴키친,2023037701830,20251120,20251127
새우,CJ새우볶음밥,곡류가공품,9개월,,(주)시아스,200504150201959,20150331,20160706
새우,CJ새우액젓,조미액젓,제조일로부터 3개월,,(주)아이씨푸드,20090257112134,20180809,20231019
새우,CM 새우강정,기타 수산물가공품,제조일로부터 12개월까지,,동해식품(주),201303556508,20230629,20250726
새우,CONUT 간장 순살 새우장,절임식품,제조일로부터 1년,,주식회사 프레시본,20240530106201,20241104,20241106
오징어,Brave 김치오징어전,기타가공품,제조일로부터 냉동 12개월까지,,(주)하늘푸드 제3공장,2024056209839,20240507,20260201
오징어,Brave 김치오징어전,기타가공품,제조일로부터 냉동 12개월까지,,(주)하늘푸드제2공장,20140364316126,20230208,20260201
오징어,Brave 김치오징어전,기타가공품,제조일로부터 냉동 12개월까지,,(주)하늘푸드 제1공장,2025056233261,20250827,20260201
오징어,Brave 오징어까스,기타 수산물가공품,제조일로부터 냉동 9개월까지,,(주)하늘푸드제2공장,20140364316129,20230209,20260201
오징어,CW청우 불닭오징어땅콩,과자,제조일로부터 6개월,,(주)우농,19810336006127,20210504,20250430
오징어,CW청우 오징어땅콩,과자,제조일로부터6개월,,(주)우농,19810336006111,20200303,20250424
오징어,DHA진미 오징어채,조미건어포,제조일로부터 1년,제조일로부터 1년,바른홀푸드(주),2011052101889,20231218,20231220
오징어,DHA진미오징어채,조미건어포,제조일로부터 1년,제조일로부터 1년,(주)현대푸드,20140521009128,20240411,20250514
오징어,DHA진미오징어채,조미건어포,제조일로부터 1년,제조일로부터 1년,바른홀푸드(주),2022074101624,20240416,20240418
오징어,DHA함유 쫄깃바삭통오징어링,기타 수산물가공품,제조일로부터 12개월까지,,(주)그린푸드,20000149041533,20221207,20221214
오징어,DRIED 백진미 오징어,조미건어포,제조일로부터 12개월,,정화식품(주),19870533003237,20240122,20260314
오징어,DS오징어먹물도우,빵류,제조일로부터 6개월,,주식회사 굿메이트식품,2016036892968,20211115,20211116
오징어,FULL오징어제육,즉석섭취식품,제조시간으로부터 96시간,,(주)우리델리카,20150443298624,20230131,20230329
오징어,G오징어튀김용배터,곡류가공품,제조일로부터 1년,,(주) 삼지에프 에스,200004613258491,20251209,20260123
오징어,G오징어튀김용염지제,복합조미식품,제조일로부터 1년,,(주) 삼지에프 에스,200004613258496,20251209,20260117
오징어,G오징어튀김용프리더스트,곡류가공품,제조일로부터 1년,,(주) 삼지에프 에스,200004613258493,20251209,20251211
오징어,H.오징어배터믹스,전분가공품,제조일로부터 24개월까지,제조일로부터 24개월까지,해찬솔에프쓰리,201904680231113,20250811,20250813
오징어,H.오징어베타,전분가공품,제조일로부터 24개월까지,제조일로부터 24개월까지,해찬솔에프쓰리,201904680231112,20250811,20250813
오징어,Hot!한 오징어링,기타 수산물가공품,제조일로부터 냉동 12개월까지,,(주)하늘푸드제2공장,20140364316141,20230825,20260201
오징어,JJ오징어염지제,복합조미식품,18개월,,(주)미광푸드,20160445482224,20241104,20241105
오징어,JR오징어튀김용브래더,기타가공품,제조일로부터 12개월,,태원식품산업(주),198503110015164,20150819,20160706
오징어,JS-EM 오징어먹물색소 1261 OS,혼합제제,해당없음,,(주)제이스에프아이,200302752001997,20220105,20220113
오징어,JS-NC 오징어먹물색소 1232,오징어먹물색소,해당없음,,(주)제이스에프아이,200302752001783,20200709,20200716
오징어,JS-NCP 오징어먹물색소 1761,오징어먹물색소,제조일로부터 1년까지,,(주)제이스에프아이,200302752002028,20220415,20220422
