sourceKeyword,PRDLST_NM,PRDLST_DCNM,POG_DAYCNT,QLITY_MNTNC_TMLMT_DAYCNT,BSSH_NM,PRDLST_REPORT_NO,PRMS_DT,LAST_UPDT_DTM
우유,BNK우유롤그린티,빵류,냉동 6개월,해당없음.,주식회사 뚜아모아,20070263506178,20190809,20230112
우유,BNK우유롤플레인,빵류,냉동6개월,,주식회사 뚜아모아,20070263506172,20190807,20250817
우유,BNK우유크림카스테라,빵류,냉동 6개월,,주식회사 뚜아모아,20070263506109,20170915,20240405
우유,BNK프리미엄순우유빵,빵류,제조일로부터 -18℃보관 9개월,,(주)다옴베이크,20090333124395,20250604,20250605
우유,B우유크림,기타가공품,제조일로부터 30일까지,없음,주식회사조흥,199703111001284,20210716,20210727
