sourceKeyword,sourceKeywords,PRDLST_NM,PRDLST_DCNM,POG_DAYCNT,QLITY_MNTNC_TMLMT_DAYCNT,BSSH_NM,PRDLST_REPORT_NO,PRMS_DT,LAST_UPDT_DTM
쌀,쌀,(순)찹쌀유과,과자,1년,,정우식품,200806071923,20080320,20201113
두부,두부,(순두부용)닭개장고기양념,식육함유가공품,제조일로부터 12개월까지,,석호네푸드 주식회사,2024063508523,20250518,20250520
두부,두부,(순두부용)닭곰탕고기양념,식육함유가공품,제조일로부터 12개월까지,,석호네푸드 주식회사,2024063508525,20250623,20250625
배추,배추,(순한)알배추물김치,김치,제조일로부터 60일,,라임에프앤비(주),20210222240547,20231201,20240201
감자,감자,(신)감자탕베이스소스-2,소스,제조일로부터 6개월,,(주)소스플러스,20180374830332,20230819,20251202
드레싱,드레싱,(신)고마드레싱B-2,소스,제조일로부터 6개월,,(주)소스플러스,20180374830341,20230829,20251202
마늘,마늘,(신)길상다진마늘,천연향신료,30일까지,,동명농산,200801681113,20151221,20160706
김치,김치,(신)김치찌개용분말,복합조미식품,제조일로부터 24개월 까지,,(주)바른푸드,2020045006071,20220204,20231206
된장,된장,(신)된장찌개용분말,복합조미식품,제조일로부터 24개월 까지,,(주)바른푸드,2020045006072,20220204,20231206
명란,명란,(新)명란젓,양념젓갈,제조일로부터 6개월,,삼양씨푸드주식회사,2003012836159,20170607,20260227
배,배,(신)배터용밀가루,밀가루,제조일로부터 12개월까지,,(주)삼양사 아산공장,199404611513513,20250626,20250628
무,무,(新)신 맛단무지,절임식품,제조일로부터 6개월,,주식회사 일미농수산,19980257052605,20210625,20210629
된장,된장,(신)양된장소스-2,소스,제조일로부터 6개월,,(주)소스플러스,20180374830330,20230818,20251202
돈까스,돈까스,(신)왕돈까스소스,소스,3개월,해당없음,(주)일승식품,20090285997200,20241118,20241122
토마토,토마토,(신)토마토스파게티소스,소스,제조일로부터 4월(냉장),,(주)일승식품,20090285997111,20200111,20250704
치킨,치킨,(신)투홀릭 숯불바베큐치킨양념,소스,제조일부터 6개월 (냉장보관),,(주)동원홈푸드,201904421492259,20240731,20241218
치킨,치킨,(신)투홀릭 숯불바베큐치킨양념,소스,제조일부터 6개월 (냉장보관),,(주)동원홈푸드,2002046107315045,20240729,20241217
치킨,치킨,(신)투홀릭K바베큐치킨소스,소스,제조일부터 6개월 (냉장보관),,(주)동원홈푸드,2002046107315046,20240801,20241214
치킨,치킨,(신)투홀릭K바베큐치킨소스,소스,제조일부터 6개월 (냉장보관),,(주)동원홈푸드,201904421492260,20240801,20241217
드레싱,드레싱,(신선식탁)케이준드레싱,소스,제조일로부터12개월,,주식회사 혜성식품,200102630551056,20251209,20251210
드레싱,드레싱,(신선식탁)크리미어니언드레싱,소스,제조일로부터12개월,,주식회사 혜성식품,200102630551057,20251209,20251211
만두,만두,(신세계푸드) 교자만두,만두,9개월,,(주)취영루,19920355173299,20190916,20190920
빵,빵,(신푸)모닝빵,빵류,제조일로부터 7일까지,,(주)바로군 2공장,2022048119450,20250404,20250409
핫도그,핫도그,(실온)핫도그빵,빵류,제조일로부터 실온5일,없음,(주)감성베이크,2014003651585,20190625,20251128
딸기,딸기,(아워밀)리얼딸기 쉬폰케익,빵류,9개월,,(주)달그래,20130333299314,20260331,20260407
딸기,딸기,(아워밀)말!달리자딸기케익,빵류,9개월,,(주)달그래,20130333299305,20251209,20251210
스낵,스낵,(알찬) 아몬드 스낵김,조미김,제조일로부터 12개월(실온),,주식회사 태산알엔디,201502882048,20160229,20160706
낙지,낙지,(압도)낙지소스,소스,제조일로부터 6개월,,파인쿡(Fine cook),2024072233780,20250618,20250802
마늘,마늘,(압도)마늘소스,소스,제조일로부터 6개월,,파인쿡(Fine cook),2024072233735,20250619,20250802
국수,국수,(압도)막국수소스,소스,제조일로부터 6개월,,파인쿡(Fine cook),2024072233784,20250618,20250802
무,무,(압도)무침소스,소스,제조일로부터 6개월,,파인쿡(Fine cook),2024072233783,20250619,20250627
빵,빵,(야미)생빵가루,곡류가공품,제조일로부터 냉장보관시(0℃~5℃)20일,,(주)이지아이,2007036463170,20160120,20260201
소금,소금,(야키토리소비)만능소금분말,복합조미식품,12개월(실온),,주식회사 세원프레쉬,201503686511391,20250925,20250927
국수,국수,(언양닭칼국수)전용면,숙면,제조일로부터 12개월,,(주)아워홈,200206141791151,20260317,20260318
국수,국수,(언양닭칼국수)초계육수,소스,제조일로부터 12개월,,(주)아워홈,200206141791166,20260522,20260523
무,무,(업무슈퍼수출) 크리미파우더,식물성크림,24개월,,(주)에이치씨글로벌,2006061413138,20200813,20200825
된장,된장,(업소용)된장타래소스,소스,제조일로부터 12개월,제조일로부터 12개월,주식회사 히즈테이블,2020026957045,20240718,20240723
국수,국수,(엉클인더키친)쌀국수소스,소스,제조일로부터 12개월까지,,(주)신정에프앤비,20200424007735,20251223,20251224
베이컨,베이컨,(에그셀런트) 감자베이컨스프,즉석조리식품,냉장.4개월,,(주)시아스,200504150204347,20211217,20211221
커피,커피,(에스프레소)디카페인커피추출액,커피,제조일로부터 36개월 까지,,주식회사 삼정,2022061927186,20240328,20240329
연어,연어,(연어)연육,연육,제조일로부터 24개월,,제일식품,200301444136,20230805,20230810
핫도그,핫도그,(연잎핫도그),빵류,제조일로부터 9개월까지,,(주)명품푸드,20160364601124,20190827,20260201
식초,식초,"(英洋)
영양식초",발효식초,3년,,천우식품제조장,2009056702052,20160129,20161031
새우,새우,(오늘도사시미)간장새우용소스,소스,제조일로부터 4개월,,주식회사 푸드에스엠,20230501071547,20241204,20241211
사과,사과,(오늘도사시미)사과소스,소스,제조일로부터 18개월,,주식회사 푸드에스엠,20230501071545,20241203,20241207
묵,묵,(오늘초밥)묵은지김치양념소스,소스,제조일로부터 6개월까지,,(주)은산푸드,20060375174552,20240227,20240228
사과,사과,(오늘초밥)사과소스,소스,제조일로부터 12개월까지,,(주)은산푸드,20060375174608,20250314,20250315
새우,새우,(오늘초밥)양념새우소스,소스,제조일로부터 6개월까지,,(주)은산푸드,20060375174554,20240227,20240228
당면,당면,(오뚜기)옛날당면,건면,36개월,,의남식품(주),1985046700951,20130624,20210410
당면,당면,(오뚜기)옛날사리당면,건면,제조일로부터 3년,,의남식품(주),1985046700953,20160518,20210410
당면,당면,(오뚜기)옛날자른당면,건면,36개월,,의남식품(주),1985046700950,20130624,20210410
오리,오리,(오리지널) 김피탕 원팩김치볶음,즉석조리식품,제조일로 부터 12개월,,(주)신사강,2021038325831,20241106,20260201
스낵,스낵,(오물조물얌얌) 아몬드 스낵김,조미김,제조일로부터 12개월(실온),,주식회사 태산알엔디,201502882043,20151201,20161214
스낵,스낵,(오물조물얌얌) 칠리 해바라기 스낵김,조미김,제조일로부터 12개월(실온),,주식회사 태산알엔디,201502882041,20151201,20160706
스낵,스낵,(오물조물얌얌)허니코코넛 스낵김,조미김,제조일로부터 12개월(실온),,주식회사 태산알엔디,201502882042,20151201,20160706
피자,피자,(오븐전용)고품격 반달 피자 통등심카츠,식육함유가공품,제조일로부터 12개월까지,,지푸드(2공장),2021032427634,20250401,20250405
떡볶이,떡볶이,(온더고용)떡볶이소스,소스,"냉장(0~10 ℃), 3개월",,(주)아워홈,200604452191194,20230724,20230725
연어,연어,(올레팜)생연어 필렛,기타 수산물가공품,제조일로부터 10일,냉장보관시 제조일로부터 10일,주식회사 태승글로벌 트레이딩,2021034896919,20230420,20230527
딸기,딸기,(완제품) 납작쫀득쿠키 딸기,과자,제조일로부터 12개월,,나눔베이커리 협동조합,20210398767174,20250225,20250905
쿠키,쿠키,(완제품) 납작쫀득쿠키 멜론,과자,제조일로부터 12개월,,나눔베이커리 협동조합,20210398767173,20250225,20250905
쿠키,쿠키,(완제품) 납작쫀득쿠키 솔티카라멜,과자,제조일로부터 12개월,,나눔베이커리 협동조합,20210398767179,20250228,20250903
쿠키,쿠키,(완제품) 납작쫀득쿠키 코코아,과자,제조일로부터 12개월,,나눔베이커리 협동조합,20210398767177,20250225,20250905
쿠키,쿠키,(완제품) 납작쫀득쿠키 플레인,과자,제조일로부터 12개월,,나눔베이커리 협동조합,20210398767175,20250225,20250905
치즈,치즈,(완제품) 납작쫀득쿠키 황치즈,과자,제조일로부터 12개월,,나눔베이커리 협동조합,20210398767176,20250225,20250905
쿠키,쿠키,(완제품) 밤 티라미수 쿠키,과자,제조일로부터 12개월,제조일로부터 12개월,나눔베이커리 협동조합,20210398767192,20241030,20250825
차,차,(완제품)녹차르뱅쿠키,과자,제조일로부터 40일,,나눔베이커리 협동조합,20210398767131,20231121,20260516
차,차,(완제품)녹차스콘,과자,제조일로부터 9개월,,나눔베이커리 협동조합,20210398767224,20231205,20260516
딸기,딸기,(완제품)딸기크럼블,과자,제조일로부터 40일,,나눔베이커리 협동조합,20210398767134,20231121,20231123
쿠키,쿠키,(완제품)레드벨벳르뱅쿠키,과자,제조일로부터 40일,,나눔베이커리 협동조합,20210398767135,20231121,20231123
차,차,(완제품)르뱅 녹차쿠키,과자,제조일로부터 냉동 6개월,,나눔베이커리 협동조합,20210398767127,20230127,20260516
쿠키,쿠키,(완제품)르뱅 레드벨벳쿠키,과자,제조일로부터 냉동 6개월,,나눔베이커리 협동조합,20210398767126,20230127,20250522
쿠키,쿠키,(완제품)르뱅 우베쿠키,과자,제조일로부터 6개월,,나눔베이커리 협동조합,20210398767278,20260526,20260530
쿠키,쿠키,(완제품)르뱅 코코아쿠키,과자,제조일로부터 냉동 6개월,,나눔베이커리 협동조합,20210398767129,20230127,20250522
쿠키,쿠키,(완제품)르뱅 플레인 쿠키,과자,제조일로부터 6개월,,나눔베이커리 협동조합,20210398767265,20260407,20260507
쿠키,쿠키,(완제품)르뱅 플레인쿠키,과자,제조일로부터 냉동 6개월,,나눔베이커리 협동조합,20210398767130,20230127,20250522
치즈,치즈,(완제품)르뱅 황치즈쿠키,과자,제조일로부터 냉동 6개월,,나눔베이커리 협동조합,20210398767128,20230127,20250522
무,무,(완제품)무화과스콘,과자,제조일로부터 9개월,,나눔베이커리 협동조합,20210398767222,20231205,20250522
블루베리,블루베리,(완제품)블루베리크럼블,과자,제조일로부터 40일,,나눔베이커리 협동조합,20210398767143,20231121,20231123
쿠키,쿠키,(완제품)코코아르뱅쿠키,과자,제조일로부터 40일,,나눔베이커리 협동조합,20210398767148,20231121,20231123
쿠키,쿠키,(완제품)플레인르뱅쿠키,과자,제조일로부터 40일,,나눔베이커리 협동조합,20210398767150,20231121,20231123
치즈,치즈,(완제품)황치즈르뱅쿠키,과자,제조일로부터 40일,,나눔베이커리 협동조합,20210398767154,20231121,20231125
된장,된장,(외식)된장찌개육수,기타가공품,제조일로부터12개월(냉동보관),,젤존푸드(주),20000368362329,20080528,20160706
목살,목살,(외식)목살김치찌개,기타가공품,제조일로부터12개월(냉동보관),,젤존푸드(주),20000368362333,20080528,20160706
요거트,요거트,(요아정)요거트파우더,당류가공품,제조일로부터 2년,,주식회사 컵풀,20130345125362,20250825,20250925
멸치,멸치,(용범이네)멸치베이스,소스,6개월(냉장),,주식회사 세원프레쉬,20150368651927,20221123,20221126
고추,고추,(우각집)고추장육회소스,소스,6개월(냉장),,주식회사 세원프레쉬,201503686511272,20250220,20250222
무,무,(우각집)무국용베이스,소스,6개월(냉장),,주식회사 세원프레쉬,201503686511271,20250228,20250305
스낵,스낵,(우리반) 아몬드 스낵김,조미김,제조일로부터 12개월(실온),,주식회사 태산알엔디,2015028820411,20160623,20160706
된장,된장,(우정)된장찌개베이스,소스,제조일부터 6개월 (냉장보관),,(주)동원홈푸드,201904421492213,20240708,20240716
된장,된장,(우정)된장찌개베이스,소스,제조일부터 6개월 (냉장보관),,(주)동원홈푸드,2002046107314961,20240708,20240710
오이,오이,(우정)오이냉국베이스,소스,제조일부터 6개월 (냉장보관),,(주)동원홈푸드,2002046107314995,20240717,20240718
오이,오이,(우정)오이냉국베이스,소스,제조일부터 6개월 (냉장보관),,(주)동원홈푸드,201904421492229,20240717,20240723
소금,소금,(울금)강황발효소금,가공소금,5년,,농업회사법인 유한회사 슬지제빵소,2007050102824,20170920,20240117
차,차,(유)삼향골 비지차(가루),즉석섭취식품,180,,(유)삼향골,201805075424,20191022,20191024
고구마,고구마,(유기농)고구마 설기 (가열하여 섭취하는 냉동식품),떡류,제조일부터180일,,(주)떡과풍경,2010041501320,20110427,20230622
현미,현미,(유기농)누룽지 현미 가래떡 (냉동식품),떡류,제조일호부터6개월,,(주)떡과풍경,20100415013182,20211221,20230907
떡볶이,떡볶이,(유기농)떡볶이,떡류,제조일로부터180일,,(주)떡과풍경,20100415013185,20220602,20230731
떡볶이,떡볶이,(유기농)풍경떡볶이,떡류,"제조일부터    -18℃이하  180일(월, 년)",,(주)떡과풍경,20100415013198,20231123,20231125
현미,현미,(유기농)현미가래떡,떡류,제조일로부터6개월,생략,(주)떡과풍경,20100415013181,20211104,20230907
현미,현미,(유기농)현미떡국떡,떡류,제조일로부터 20일 (냉장),,(주)떡과풍경,201004150131,20100211,20230627
현미,현미,(유기농)현미설기떡,떡류,제조일로부터 (-18℃이하 냉동) 180일로,,(주)떡과풍경,20100415013189,20220610,20230907
고등어,고등어,(유동)고등어보일드,기타 수산물가공품,제조일로부터 3년,,(주)동림식품,19730618007112,20121005,20230817
명란,명란,(유색)명란젓,양념젓갈,제조일로부터 6개월,,(주)유양,1994045922558,20200623,20210402
쌀,쌀,(유탕완제)우리쌀찰츄러스,빵류,제조일로부터 9개월까지,,주식회사에이앤인니푸드,20060364111316,20260226,20260310
파스타,파스타,(이름없는파스타)앙카케소스,소스,제조일로부터 12개월,,태원식품산업(주),1985031100116289,20251017,20251021
계란,계란,(이오김밥)계란물용믹스,소스,제조일로부터 12개월까지,,주식회사 혜성식품,20010263055995,20250324,20250410
마늘,마늘,(이오김밥)마늘쫑소스,소스,제조일로부터 12개월까지,,주식회사 혜성식품,20010263055986,20250314,20250325
김밥,김밥,(이오김밥)크리미어니언드레싱,소스,제조일로부터 12개월까지,,주식회사 혜성식품,20010263055994,20250320,20250321
계란,계란,(일식)부드러운계란찜,즉석조리식품,제조일로부터 7일,,라임에프앤비(주),20210222240526,20231110,20240201
치즈,치즈,(잇모닝)더블치즈군고구마케이크,빵류,제조일로부터 12개월까지,,(주)데이드림,202504083468,20250731,20260609
바나나,바나나,(잇모닝)딸기바나나 딜라이트 케이크,빵류,제조일로부터 12개월까지,,(주)데이드림,202504083464,20250724,20260205
케이크,케이크,(잇모닝)초코크런키케이크,빵류,제조일로부터 12개월까지,,(주)데이드림,2025040834610,20250801,20260416
요거트,요거트,(잇모닝)포시즌딸기요거트케이크,빵류,제조일로부터 12개월까지,,(주)데이드림,202504083469,20250731,20260416
차,차,(자사)녹차까눌레,빵류,제조일로부터 4개월,,해누리기업 주식회사,20240542624102,20240917,20250114
치즈,치즈,(자사)치즈케이크,빵류,제조일로부터 6개월,,해누리기업 주식회사,20240542624106,20240917,20250118
간장,간장,(자연솜씨) 간장소스-1,소스,제조일로부터 6개월까지,,(주)에프앤에스식품,202103521781760,20250401,20250408
드레싱,드레싱,(저당) 레몬허브 드레싱,소스,제조일부터 6개월 (냉장보관),,(주)동원홈푸드,2002046107315391,20241226,20241227
드레싱,드레싱,(저당) 발사믹 드레싱,소스,제조일부터 6개월 (냉장보관),,(주)동원홈푸드,2002046107316086,20250729,20250731
드레싱,드레싱,(저당) 스리라차소이 드레싱,소스,제조일부터 6개월 (냉장보관),,(주)동원홈푸드,2002046107316910,20260609,20260611
참깨,참깨,(저당) 참깨소이 드레싱,소스,제조일부터 9개월 (냉장보관),,(주)동원홈푸드,2002046107315389,20241230,20250416
참깨,참깨,(저당) 참깨소이 드레싱,소스,제조일부터 9개월 (냉장보관),,(주)동원홈푸드,201904421492418,20241230,20250415
드레싱,드레싱,(저당)랜치드레싱,소스,제조일부터 5개월 (냉장보관),,(주)동원홈푸드,2002046107316558,20260112,20260127
볶음밥,볶음밥,(전국대패)볶음밥용소스,소스,제조일로부터 6개월 까지,,주식회사 동방푸드마스타,199104450779132,20231208,20231209
숙주,숙주,(전국대패)숙주볶음용소스,소스,제조일로부터 6개월 까지,,주식회사 동방푸드마스타,199104450779133,20231208,20231209
전복,전복,(전복)슬라이스,기타 수산물가공품,제조일로부터 24개월까지,,(주)오션스코리아,2014012801299,20181030,20181031
갈비,갈비,(전통)갈비탕,기타가공품,제조일로부터12개월(냉장보관),,젤존푸드(주),20000368362344,20081006,20160706
소고기,소고기,(전통)소고기메추리알장조림,기타가공품,제조일로부터12개월(냉장보관),,젤존푸드(주),20000368362345,20081006,20160706
된장,된장,(전통)우가지된장찌개,기타가공품,제조일로부터1년(냉장보관),,젤존푸드(주),20000368362342,20081006,20160706
차,차,(전통)차례상탕국,기타가공품,제조일로부터12개월(냉장보관),,젤존푸드(주),20000368362347,20081006,20160706
낙지,낙지,(절단)낙지,기타 수산물가공품,24개월,,씨스카이푸드,2008014405921,20130326,20160706
된장,된장,(정)오구만능된장소스,소스,제조일로부터 12개월,,오구당당푸드,202002034594,20210429,20240803
김밥,김밥,(정읍옛날김밥)떡볶이소스,소스,제조일로부터 12개월까지,,(주)다경푸드시스템,20220617001181,20250115,20250118
갈비,갈비,(정통)닭갈비 양념장,소스,제조일로부터 6개월,,에스엠케이푸드,2017024237699,20250623,20250703
된장,된장,(정희) 강된장소스,소스,제조일로부터 9개월까지,,(주)대유푸드,200904150481440,20260309,20260310
깻잎,깻잎,(정희) 깻잎페스토소스,소스,제조일로부터 12개월까지,,(주)대유푸드,200904150481441,20260313,20260318
마늘,마늘,(정희) 마늘쫑 고추지 장아찌,절임식품,제조일로부터 60일까지,,농업회사법인(주)승화푸드,200700565442450,20260225,20260430
간장,간장,(정희) 맛간장소스,소스,제조일로부터 9개월까지,,(주)대유푸드,200904150481429,20260209,20260306
감자,감자,(정희)감자전소스,소스,제조일로부터6개월까지,,(주)대유푸드,200904150481346,20251124,20251126
두부,두부,(정희)잣두부티라미수,빵류,제조일로부터 냉동6개월,,오늘디저트,20220505149148,20250928,20251209
두부,두부,(정희)잣두부홀케이크,빵류,제조일로부터 냉동 6개월,,오늘디저트,20220505149149,20251124,20251209
우유,우유,(조각케익)우유생크림,빵류,제조일로부터 9개월까지 (냉동),,(주)샤니,197102750035479,20240528,20260101
국수,국수,(조은)막국수소스,소스,제조일부터 6개월 (냉장보관),,(주)동원홈푸드,2002046107315055,20240816,20250212
국수,국수,(조은)막국수소스,소스,제조일부터 6개월 (냉장보관),,(주)동원홈푸드,201904421492265,20240816,20250212
무,무,(조은)무침만두소스,소스,제조일부터 6개월 (냉장보관),,(주)동원홈푸드,2002046107315893,20250502,20250722
무,무,(조은)무침만두소스,소스,제조일부터 6개월 (냉장보관),,(주)동원홈푸드,201904421492673,20250502,20250508
어묵,어묵,(종합)9가지 모둠어묵 국탕용,어묵,제조일로부터 60일까지,,(주)늘푸른바다,19960144406802,20210615,20260105
어묵,어묵,(종합)가쓰오 여섯가지 국탕용 어묵(대용량),어묵,제조일로부터 12일까지,,(주)늘푸른바다,19960144406805,20210727,20211026
간장,간장,(주)귀남 간장소스,소스,6개월(냉장),,금양식품(주),19950449004556,20150306,20181221
드레싱,드레싱,(주)귀남 드레싱소스,소스,6개월(냉장),,금양식품(주),19950449004604,20150424,20250429
마늘,마늘,(주)귀남 마늘데리야끼소스,소스,냉장 6개월,,금양식품(주),19950449004633,20150805,20200101
무,무,(주)그린엔푸드치킨무,절임식품,제조일로부터 30일,,아산영농조합법인,2003050010151,20120801,20240117
돈까스,돈까스,(주)깜장수레푸드 돈까스소스,소스,제조일로부터 12개월,,푸른식품주식회사,20080211050435,20200909,20240806
떡볶이,떡볶이,(주)깜장수레푸드 떡볶이소스,소스,제조일로부터 12개월,,푸른식품주식회사,20080211050569,20230424,20230428
치킨,치킨,(주)깜장수레푸드 치킨양념소스,소스,제조일로부터 18개월,,푸른식품주식회사,20080211050609,20240123,20240124
피자,피자,(주)나눔피자소스,소스,제조일로부터 6개월까지,없음,주식회사조흥,19970311100589,20190131,20250523
무,무,(주)무진 식빵용 프리믹스,곡류가공품,제조일로부터 1년,,대한제분(주),198301900201005,20221206,20221207
소금,소금,(주)범코리아 트러플소금,가공소금,제조일부터 12개월 (실온보관),,(주)동원홈푸드,2002046107314133,20230921,20230925
차,차,(주)보성다원 가루녹차,고형차,제조일로부터 30개월까지,,(주)보성다원,200305190657,20050415,20160706
차,차,(주)보성다원 유기농가루녹차,고형차,제조일로부터 30개월까지,,(주)보성다원,2003051906512,20051201,20160706
무,무,(주)비에스비푸드 슈퍼아삭무,절임식품,제조일로부터 3개월,,(주)하나에프앤드엘,2010036527248,20210201,20260201
간장,간장,(주)씨맨소울팩토리 간장게장용소스,소스,제조일로부터 12개월까지,,(주)한국소스,19960257034731,20210812,20210814
간장,간장,(주)아앤유디벨롭 간장 탕수육소스,소스,"냉장보관,제조일로부터 6개월까지",,다솔푸드테크 주식회사,20110257153634,20210827,20210925
갈비,갈비,(주)아앤유디벨롭 갈비천왕소스,소스,제조일로부터 6개월까지,,다솔푸드테크 주식회사,20110257153477,20210216,20221222
떡볶이,떡볶이,(주)아앤유디벨롭 떡볶이 가장매운맛,복합조미식품,제조일로부터 12개월,,에이푸드,2018035541648,20210514,20260201
떡볶이,떡볶이,(주)오가다 로제 떡볶이,즉석조리식품,제조일로부터 냉동으로 12개월까지,,(주)로뎀푸드 제2공장,2021039130290,20240320,20240322
국수,국수,(주)웰푸드컴퍼니 막국수육수,소스,냉동 12개월,,산들푸드주식회사 농업회사법인,2011047307624,20161118,20200630
간장,간장,(주)켈리집이야만능간장소스,소스,제조일로부터 6개월까지,없음,주식회사조흥,199703111002415,20260115,20260314
된장,된장,(주)태승F&C된장찌개용소스,소스,제조일로부터 6개월까지,,(주)미래푸드,20190424115128,20240517,20240521
콩나물,콩나물,(주)태승F&C콩나물무침용분말,복합조미식품,제조일로부터 12개월까지,,(주)미래푸드,20190424115125,20240517,20240518
소금,소금,(주)한국153농산조미소금,가공소금,365일,,솔트코리아,2012056031220,20140228,20160706
간장,간장,(주)한상 닭강정 매콤간장소스,소스,제조일로부터12개월까지,,(주)삼일에프엔비,200504641271492,20251230,20260107
돈까스,돈까스,(주)한양F&B 돈까스소스,소스,제조일로부터 6개월 (실온보관),,(주)서해식품,20170635182324,20250829,20251227
전복,전복,(주)해빔 전복장 소스,소스,제조일로부터 12개월(냉동),,주식회사해빔,2019050759322,20191205,20260220
전복,전복,(주)해빔 전복죽,즉석조리식품,제조일로부터 6개월(냉동),,주식회사해빔,2019050759323,20191205,20260220
커피,커피,(주)헤세드커피 드립백,커피,제조일로부터 1년,,(주)헤세드커피,202501220554,20250623,20250628
새우,새우,(주)SG푸드 양념새우젓,양념젓갈,제조일로부터 6개월까지,,(주)상구푸드,2022045702541,20230216,20230218
대파,대파,(주)SG푸드대파김치,김치,제조일로부터1년,,(주)상구푸드,2022045702517,20220611,20220616
대파,대파,(주)SG푸드대파김치,김치,제조일로부터1년,,(주)상구푸드,2022045702539,20220829,20220831
대파,대파,(주)SG푸드대파김치다데기,소스,제조일로부터6개월,,(주)상구푸드,2022045702516,20220611,20220616
부추,부추,(주)SG푸드부추다데기,소스,제조일로부터냉장6개월,,(주)상구푸드,2022045702515,20220611,20220616
새우,새우,(주니아)구운마늘새우,기타 수산물가공품,제조일로부터 2년까지,,주식회사 다해씨푸드,2014014449987,20200722,20250805
연어,연어,(주니아)생연어큐브,기타 수산물가공품,제조일로부터 2년까지,,주식회사 다해씨푸드,20140144499185,20250724,20250804
죽,죽,(직영)사르르리본파이용냉동반죽,빵류,제조일부터 6개월(냉동),냉동 6개월,영등포씨케이(영등포CK),20160080256338,20241230,20250109
죽,죽,(직영)사르르리본파이용냉동반죽,빵류,6개월(냉동),,씨제이푸드빌주식회사,199704451444271,20241230,20250107
멸치,멸치,(진)죽염멸치진액젓,액젓,제조일로부터 1년,,남해건강마을,200206200657,20071025,20260220
딸기,딸기,(진한색)딸기,당류가공품,제조일로부터 12개월,,주식회사 펀코리아,202504839891,20260420,20260423
오렌지,오렌지,(진한색)오렌지,당류가공품,제조일로부터 12개월,,주식회사 펀코리아,202504839894,20260612,20260613
포도,포도,(진한색)포도,당류가공품,제조일로부터 12개월,,주식회사 펀코리아,202504839892,20260612,20260613
차,차,(차곡차곡)김치나베소스,소스,제조일로부터 12 개월,,프레시플러스 주식회사,200304432175779,20250306,20250313
차,차,(차곡차곡)마라소바소스,소스,제조일로부터 12 개월,,프레시플러스 주식회사,200304432175841,20250717,20250719
차,차,(차곡차곡)마제소바소스,소스,제조일로부터 12개월,,프레시플러스 주식회사,200304432175777,20250306,20250308
치킨,치킨,(차곡차곡)치킨카레소스,소스,제조일로부터 12 개월,,프레시플러스 주식회사,200304432175778,20250306,20250308
버터,버터,(차차커피코)냉동완제_고메버터스콘,빵류,냉동보관 제조일로부터 6개월,,로로에프엔비주식회사,20170383088157,20210831,20260519
커피,커피,(차차커피코)냉동완제_더블초코 스콘,빵류,냉동보관 제조일로부터 6개월,,로로에프엔비주식회사,20170383088160,20210831,20260529
치즈,치즈,(차차커피코)냉동완제_라즈베리 크림치즈 쿠키,과자,냉동보관 제조일로부터 6개월,,로로에프엔비주식회사,20170383088166,20210901,20260528
커피,커피,(차차커피코)냉동완제_레몬 스콘,빵류,냉동보관 제조일로부터 6개월,,로로에프엔비주식회사,20170383088161,20210831,20260528
커피,커피,(차차커피코)냉동완제_로투스 스모어 쿠키,과자,냉동보관 제조일로부터 6개월,,로로에프엔비주식회사,20170383088170,20210901,20260528
치즈,치즈,(차차커피코)냉동완제_약과크림치즈쿠키,과자,제조일로부터 6개월까지,,로로에프엔비주식회사,20170383088145,20181212,20260529
치즈|크림치즈,"치즈,크림치즈",(차차커피코)냉동완제_얼그레이 크림치즈 쿠키,과자,냉동보관 제조일로부터 6개월,,로로에프엔비주식회사,20170383088171,20210902,20260529
커피,커피,(차차커피코)냉동완제_오레오 스콘,빵류,냉동보관 제조일로부터 6개월,,로로에프엔비주식회사,20170383088159,20210831,20260528
커피,커피,(차차커피코)냉동완제_월넛 초코칩 쿠키,과자,냉동보관 제조일로부터 6개월,,로로에프엔비주식회사,20170383088164,20210831,20260529
커피,커피,(차차커피코)냉동완제_크랜베리 피칸 쿠키,과자,냉동보관 제조일로부터 6개월,,로로에프엔비주식회사,20170383088167,20210901,20260529
버터,버터,(차차커피코)냉동완제_피넛 버터칩 쿠키,과자,냉동보관 제조일로부터 6개월,,로로에프엔비주식회사,20170383088169,20210901,20260529
사과,사과,(청)사과퓨레 [사과 99.97%함유],과.채가공품,제조일로 부터 24개월,,주식회사 다솔마임에프엔비,20120365455387,20240612,20260201
파스타,파스타,(청담파스타)크림소스,소스,제조일부터 3개월 (냉장보관),,(주)동원홈푸드,201904421491710,20230919,20230921
파스타,파스타,(청담파스타)크림소스,소스,제조일부터 3개월 (냉장보관),,(주)동원홈푸드,2002046107314106,20230919,20230920
토마토,토마토,(청담파스타)토마토소스,소스,제조일부터 6개월 (냉장보관),,(주)동원홈푸드,2002046107314102,20230913,20230914
토마토,토마토,(청담파스타)토마토소스,소스,제조일부터 6개월 (냉장보관),,(주)동원홈푸드,201904421491708,20230913,20230915
불고기,불고기,(청춘식탁)레드불고기양념,소스,제조일로부터 6개월까지,,주식회사 혜성식품,200102630551002,20250425,20250429
불고기,불고기,(청춘식탁)불고기양념,소스,제조일로부터 6개월까지,,주식회사 혜성식품,200102630551001,20250425,20250429
마늘,마늘,(치몬)땡초마늘소스,소스,제조일로부터 6개월,,서울향료(주)진천공장,20180450262667,20201030,20220121
간장,간장,(치몬)레드간장소스,소스,제조일로부터 6개월,,서울향료(주)진천공장,20180450262572,20200206,20200208
