sourceKeyword,sourceKeywords,PRDLST_NM,PRDLST_DCNM,POG_DAYCNT,QLITY_MNTNC_TMLMT_DAYCNT,BSSH_NM,PRDLST_REPORT_NO,PRMS_DT,LAST_UPDT_DTM
설탕,설탕,계피설탕,당류가공품,9개월,,YJFOOD,2004025719360,20130507,20160706
설탕,설탕,계피설탕500,당류가공품,제조일로부터 24개월,0,(주)옥두식품,19920395013253,20200724,20260227
사탕,사탕,계피향사탕,캔디류,제조일로부터36개월,,맘모스식품,200903681213,20090416,20260104
물엿,물엿,고감미물엿,물엿,제조일로부터 2년,,(주)삼양사울산2공장,1988024709727,20040902,20180106
물엿,물엿,고감미물엿75,물엿,제조일로부터 2년(실온),,(주)삼양사,1975020800336,20090910,20160628
물엿,물엿,고감미물엿82,물엿,제조일로부터 2년(실온보관),,(주)삼양사,1975020800328,20050411,20170521
물엿,물엿,고감미물엿82,물엿,제조일로부터 2년,,(주)삼양사울산2공장,1988024709728,20040902,20180106
조개,조개,고고새우 돈사골홍합조개탕,간편조리세트,제조일로부터 12개월,,(주)더원에스에프,2022047840921,20230224,20230225
조개,조개,고고새우 모듬조개탕,간편조리세트,제조일로부터 12개월,,(주)더원에스에프,2022047840914,20230217,20230221
모짜렐라,모짜렐라,고구마 모짜렐라 크로켓,서류가공품,제조일로부터 12개월까지,,주식회사 SL푸드원,2020047505187,20250226,20250416
시금치,시금치,고구마귀리밥&시금치닭가슴살큐브,즉석조리식품,냉동9개월(-18c),,(주)이에스그린푸드,2017044333818,20180220,20180221
닭고기,닭고기,고구마닭고기근대죽,영.유아용 이유식,제조일로부터 12일,,주식회사 지니온,20240320157503,20241004,20241008
닭고기,닭고기,고구마닭고기블루베리양배추죽,영.유아용 이유식,제조일로부터 12일,,주식회사 지니온,20240320157407,20240806,20240808
청양고추,청양고추,고구마를 품은 닭가슴살 청양고추맛,즉석조리식품,제조일로부터 12개월까지,,(주)푸드인모닝스타,20220493563117,20230628,20230705
브로콜리,브로콜리,고구마브로콜리보미,영.유아용 이유식,제조일로부터 12일까지,,(주)에코맘의 산골이유식,20200614037425,20200826,20230112
브로콜리,브로콜리,고구마브로콜리영양밥,영.유아용 이유식,제조일로부터 20일,,주식회사 플라잉닥터 제2공장,20250483015300,20250704,20251202
아이스크림,아이스크림,고구마아이스크림믹스,기타가공품,제조일부터 12개월,,(주)동원홈푸드,200204610735149,20120330,20161212
상추,상추,고구마적상추닭가슴밥,영.유아용 이유식,제조일로부터 20일,,주식회사 플라잉닥터 제2공장,20250483015767,20260112,20260212
청경채,청경채,고구마청경채미음,영.유아용 이유식,제조일로부터 13일,,(주)아이푸드,20120320039207,20150624,20251001
청경채,청경채,고구마청경채미음(실온),영.유아용 이유식,제조일로부터5개월,,(주)아이푸드,20120320039632,20240327,20240403
청경채,청경채,고구마청경채영양밥,영.유아용 이유식,제조일로부터 20일,,주식회사 플라잉닥터 제2공장,20250483015512,20251128,20251202
청경채,청경채,고구마청경채죽,영.유아용 이유식,제조일로부터12일,,순수본 주식회사,2018049118190,20180418,20240228
튀김가루,튀김가루,고구마튀김가루,복합조미식품,12개월,,(주)면사랑,199304430282220,20211220,20211223
청경채,청경채,고구마표고청경채된죽,영.유아용 이유식,제조일로부터 12일,,주식회사 지니온,20240320157540,20241129,20241205
청경채,청경채,고구마표고청경채죽,영.유아용 이유식,제조일로부터 12일,,주식회사 지니온,20240320157541,20241129,20241205
청경채,청경채,고구마표고청경채콜리플라워무른밥,영.유아용 이유식,제조일로부터 12일,,주식회사 지니온,20240320157539,20241129,20241205
청경채,청경채,고구마표고청경채콜리플라워진밥,영.유아용 이유식,제조일로부터 12일,,주식회사 지니온,20240320157538,20241129,20241205
설탕,설탕,고궁무설탕녹차캔디,캔디류,제조일로부터 24개월까지,,(주)고궁,2004027504766,20160620,20170901
밀가루,밀가루,고급강력 영양강화밀가루,영양강화 밀가루,제조일(로)부터 1년,,주식회사 삼립 세종공장,20060257026412,20221104,20221110
밀가루,밀가루,고급강력밀가루,밀가루,제조일로부터 1년,제조일로부터 1년,(주)한탑,2004013712270,20170412,20170416
밀가루,밀가루,고급강력밀가루,밀가루,제조일로부터 1년,,(주)삼양사 아산공장,19940461151169,20040429,20160706
밀가루,밀가루,고급강력밀가루1호,밀가루,제조일로부터 1년,,(주)삼양사 아산공장,19940461151280,20070611,20170320
밀가루,밀가루,고급강력제면용밀가루,밀가루,제조일로부터 12개월까지,,(주)삼양사 아산공장,199404611511517,20190508,20190510
밀가루,밀가루,고급강력제면용밀가루 1호,밀가루,제조일로부터12개월,,(주)삼양사 아산공장,199404611511902,20200508,20200509
밀가루,밀가루,고급만두피용밀가루,밀가루,제조일로부터 1년,,(주)삼양사 아산공장,19940461151164,20040429,20160706
밀가루,밀가루,고급메밀가루,곡류가공품,제조일로부터 1년,,사조동아원(주)광석공장,202306561722,20230503,20230505
밀가루,밀가루,고급메밀가루A,곡류가공품,제조일로부터 1년,,사조동아원(주)광석공장,202306561726,20230503,20230505
밀가루,밀가루,고급면용1호밀가루,밀가루,제조일로부터1년,,(주)한탑,2004013712246,20131022,20161219
밀가루,밀가루,고급면용밀가루,밀가루,제조일로부터1년,,(주)한탑,200401371224,20040423,20161219
닭고기,닭고기,고기(소고기/닭고기)소스,소스,제조일로부터 12개월,,제이앤엘푸드,2021032659530,20250222,20250301
한돈,한돈,고기&한돈 고추불짜장,즉석조리식품,제조일로부터 12개월까지,,(주)후드원,200304451282357,20230120,20230121
한돈,한돈,고기&한돈 얼큰부대찌개,즉석조리식품,제조일로부터 12개월까지,,(주)후드원,200304451282363,20230131,20230204
한돈,한돈,고기&한돈 짬뽕탕,즉석조리식품,제조일로부터 12개월까지,,(주)후드원,200304451282367,20230131,20230202
숙주,숙주,고기듬뿍 숙주볶음,간편조리세트,제조일로부터 8일,,주식회사 프레시지,20200363027999,20230703,20230705
당면,당면,고기완당면 밀키트,간편조리세트,제조일로부터 12개월,첨부자료 참고,(주)밀빛C&F,2014036812171,20231210,20231222
목살,목살,고기장수 에이징목살용시즈닝,복합조미식품,제조일로부터 12개월 [실온보관],,주식회사 유니푸드,20090372032774,20210428,20250411
새우젓,새우젓,고기친구 새우젓소스,소스,제조일로부터 6개월,,(유)다해식품,2014048713156,20211108,20240117
새우젓,새우젓,고기친구 새우젓소스-업소용,소스,제조일로부터 6개월,,(유)다해식품,2014048713157,20211108,20240117
연두부,연두부,고농도 진한 연두부,두부,제조일로부터 20일까지,,(주)우천식품,19810372140144,20250611,20250614
연두부,연두부,고농도 진한 연두부,두부,제조일부터           20일,,(주)우천식품,19810372140151,20251118,20251206
모짜렐라,모짜렐라,고다모짜렐라 구이떡,떡류,12개월,,(주)지산푸드시스템,20100147228222,20210910,20220723
모짜렐라,모짜렐라,고다모짜렐라 치즈떡,떡류,12개월,,(주)지산푸드시스템,20100147228221,20210910,20220723
계란,계란,고단백계란명란마요김밥,즉석섭취식품,제조일시로부터 72시간 이내,,(주)후레쉬서브,200803362281642,20260512,20260515
계란,계란,고단백계란명란마요김밥,즉석섭취식품,제조시로부터 72시간,,(주)델리캡,20180348070784,20260511,20260617
계란,계란,고단백계란명란마요김밥,즉석섭취식품,제조일의 제조시간으로부터 72시간,,(주)가온에프에스,201105280671133,20260515,20260616
계란,계란,고단백참치계란김밥,즉석섭취식품,제조시간으로부터 72시간,-,(주)한국데리카후레쉬,201203583881024,20260427,20260503
계란,계란,고단백참치계란김밥,즉석섭취식품,제조시로부터 72시간,,(주)델리캡,20180348070778,20260425,20260428
계란,계란,고단백참치계란김밥,즉석섭취식품,제조일의 제조시간으로부터 72시간,,(주)가온에프에스,201105280671130,20260429,20260507
계란,계란,고단백참치계란김밥,즉석섭취식품,제조시간으로부터 72시간,,(주)우리델리카,20150443298638,20230315,20260430
물엿,물엿,고당도 물엿,물엿,제조일로부터 24개월까지,,(주)참고을 지평선공장,2020049710379,20251125,20260113
물엿,물엿,고당도 이온물엿,물엿,제조일로부터 2년,,유한회사 사조씨피케이 이천공장,1983035800645,20060725,20190528
물엿,물엿,고당도 이온물엿 82,물엿,제조일로부터 2년,,유한회사 사조씨피케이 이천공장,1983035800644,20060725,20190528
물엿,물엿,고당도물엿,물엿,제조일로부터 2년,,유한회사 사조씨피케이 이천공장,1983035800631,20041027,20241225
물엿,물엿,고당도물엿,물엿,제조일로부터 2년,,유한회사 사조씨피케이 부평공장,1983020203623,20060811,20190614
물엿,물엿,고당도물엿,물엿,제조일로부터 2년(실온),,(주)삼양사,1975020800330,20001030,20161216
물엿,물엿,고당도물엿78,물엿,제조일로부터2년,,유한회사 사조씨피케이 부평공장,1983020203646,20140703,20190614
물엿,물엿,고당도물엿78,물엿,제조일로부터 2년,,유한회사 사조씨피케이 이천공장,1983035800652,20080618,20190528
물엿,물엿,고당도물엿82,물엿,제조일로부터2년,,유한회사 사조씨피케이 부평공장,1983020203647,20140703,20190614
물엿,물엿,고당도물엿82,물엿,제조일로부터 2년,,유한회사 사조씨피케이 이천공장,1983035800632,20050112,20190528
삼겹살,삼겹살,고독한야식가 주꾸미삼겹살,식육함유가공품,제조일로부터 12개월까지(냉동),,(주)고향미트,2012031120815,20191101,20191112
케첩,케첩,고든램지케첩,토마토케첩,제조일부터 12개월 (냉장보관),,(주)동원홈푸드,201904421491425,20230323,20230504
케첩,케첩,고든램지케첩,토마토케첩,제조일부터 12개월 (냉장보관),,(주)동원홈푸드,2002046107313628,20230323,20230506
상추,상추,고들장오독오독줄기상추,절임식품,1년,1년,(주)에스씨푸드,202409194335,20240617,20241207
계란,계란,고래사어묵 계란블럭,알함유가공품,제조일로부터 12개월,,상미식품주식회사,19910449004935,20211228,20220112
마요네즈,마요네즈,고래사어묵 마요네즈,마요네즈,"실온, 8개월",,(주)시아스,200504150204775,20231108,20231115
청양고추,청양고추,고래사어묵 청양고추분말,복합조미식품,제조일로부터 24개월,제조일로부터 24개월,(주)코어그린,20200442628191,20251128,20251202
조개,조개,고래조개와사비,기타 수산물가공품,제조일로부터 24개월까지,,고래미 주식회사,20130362215192,20220602,20251210
상추,상추,고랭지 유기농 상추차,침출차,제조일로부터24개월,,석로다원,2009053861252,20250217,20250227
설탕,설탕,고려 무설탕 홍삼캔디,캔디류,제조일로부터 24개월,,백의민족식품,1999014449961,20220412,20220413
설탕,설탕,고려 호떡설탕,당류가공품,제조일로부터 6개월까지,,농업회사법인 리치푸드시스템(주),20180603200108,20190926,20191001
음료,음료,고려감식초음료,혼합음료,제조일로부터 2년,,농업회사법인(주)고려홍삼공사,2007052007951,20231128,20231206
설탕,설탕,고려무설탕홍삼캔디,캔디류,2년,,한양제과주식회사,19970310098210,20160603,20231026
김자반,김자반,고려야채해물김자반,조미김,12개월,,"(주)팜코고(PAMCOGO Co.,Ltd.)",202407071315,20240925,20241005
음료,음료,고려인삼음료,인삼.홍삼음료,제조일로부터2년까지,,대동고려삼(주),20030467108312,20171221,20230323
음료,음료,고려인삼음료,인삼.홍삼음료,제조일로부터 12개월,해당없음.,주식회사 데이웰즈,2021055921890,20230613,20230614
음료,음료,고려인삼음료대추맛,과.채음료,제조일로부터 24개월,,(주)보고신약 논산공장,19970464172156,20140729,20160706
음료,음료,고려인삼음료블루베리맛,과.채음료,제조일로부터 24개월,,(주)보고신약 논산공장,19970464172159,20140731,20160706
음료,음료,고려인삼음료사과맛,과.채음료,제조일로부터 24개월,,(주)보고신약 논산공장,19970464172157,20140729,20160706
음료,음료,고려인삼음료석류맛,과.채음료,제조일로부터 24개월,,(주)보고신약 논산공장,19970464172160,20140731,20160706
설탕,설탕,고려홍삼 무설탕 캔디,캔디류,2년,,국제제과(주),20010415034540,20140722,20210716
사탕,사탕,고려홍삼사탕,캔디류,제조일로부터 24개월까지,,(주)맛고을식품,1996027501285,20031203,20170309
모짜렐라,모짜렐라,고르곤졸라&모짜렐라치즈스틱,기타가공품,9개월,,DK냉동식품(주),20020461222248,20141126,20240123
조개,조개,고른 시원한 동죽 조개탕,즉석조리식품,12개월,,영동씨푸드(주),20100333065642,20240429,20240430
새우젓,새우젓,고릴라 새우젓 소스,소스,12개월,12개월,주식회사 고릴라에프앤디,2017033300473,20231211,20231212
조개,조개,고릴라 새조개장,절임식품,제조일로부터 12개월,제조일로부터 12개월,주식회사 고릴라에프앤디,2017033300449,20230207,20230221
조개,조개,고릴라 키조개장,절임식품,12개월,12개월,주식회사 고릴라에프앤디,2017033300478,20240216,20240217
한돈,한돈,고릴라 한돈 샐러드 소스,소스,6개월,6개월,주식회사 고릴라에프앤디,2017033300474,20231211,20231212
명태,명태,고마워 명태회무침,기타 수산물가공품,제조일로부터 12개월까지,,(주)재호식품 제2공장,20160144588102,20240822,20250416
청양고추,청양고추,고맙당 저당 청양고추 페스토,소스,제조일로부터 12개월,,특별한맛 주식회사,2019039311881,20250818,20250819
모짜렐라,모짜렐라,고메 모짜렐라 돈카츠,식육함유가공품,6개월,,(주)상신종합식품 제2공장,2014044901814,20190509,20240627
모짜렐라,모짜렐라,고메 모짜렐라 돈카츠,식육함유가공품,제조일로부터 6개월까지,,(주) 늘찬애,20180519170142,20250422,20260403
청양고추,청양고추,고메담 한우 청양고추조림,조림류,제조일로부터 30일,,(주)동선식품,2022069600631,20251020,20251030
김자반,김자반,고메이494 김자반,조미김,제조일로부터 12개월,,(주)제이케이글로벌,20180452021166,20230523,20250826
설탕,설탕,고명 레몬설탕시즈닝,복합조미식품,제조일로부터 12개월까지,,(주)이룸에프앤씨,20200137508638,20250908,20260602
부침가루,부침가루,고바우 부침가루,기타가공품,제조일로부터 12개월까지,,사조동아원(주) 부산공장,19950129282282,20110616,20180515
튀김가루,튀김가루,고바우튀김가루,기타가공품,제조일로부터 12개월까지,,사조동아원(주) 부산공장,19950129282283,20110616,20180515
명태,명태,고반 훌륭한 속초명장 꼬들무 명태회 냉장,양념젓갈,제조일로부터 150일,,동화푸드,20020392437361,20240820,20250101
명태,명태,고반 훌륭한 속초명장 꼬들무명태회,양념젓갈,제조일로부터 18개월,,동화푸드,20020392437358,20240711,20240713
명태,명태,고반 훌륭한 속초명장 명태회,양념젓갈,제조일로부터 18개월,,동화푸드,20020392437357,20240711,20240713
명태,명태,고반 훌륭한 속초명장 명태회 냉장,양념젓갈,제조일로부터 150일,,동화푸드,20020392437368,20241023,20241030
명태,명태,고봉명태회냉면,즉석조리식품,1년,,농업회사법인(주)주안푸드,20170467195194,20240405,20240409
조기,조기,고사리 조기조림,조림류,제조일로부터 5일,,도리깨침,20200280142603,20231025,20231102
돼지고기,돼지고기,고사리돼지고기주물럭,식육함유가공품,제조일로부터 12개월,,(주)현대그린푸드 스마트푸드센터,201902803272596,20220727,20220730
돼지고기,돼지고기,고사리돼지고기찜 세트,즉석섭취식품,제조일로부터 4일,,(주)현대그린푸드 스마트푸드센터,201902803272205,20211014,20260210
미나리,미나리,고사리미나리나물비빔밥,즉석섭취식품,제조시간으로부터 72시간까지,,(주)후레쉬퍼스트,20180212258762,20260421,20260515
미나리,미나리,고사리미나리나물비빔밥,즉석섭취식품,제조시부터 72시간,,(주)삼영데리카후레쉬,200506070021866,20260423,20260425
삼겹살,삼겹살,고사리삼겹살정식,즉석섭취식품,제조시간으로부터 60시간,,(주)우리델리카,20150443298650,20230413,20230414
새우젓,새우젓,고삼숙 새우젓,젓갈,제조일부터 1년,제조일부터 1년,굴다리영어조합법인,2014046111181,20240716,20240718
부침가루,부침가루,고성우리밀시배지부침가루,곡류가공품,제조일로부터 1년,,(주)수농수산바이오,1995061910925,20041116,20160706
명태,명태,고성태 명태회무침,양념젓갈,제조일로부터 180일,,주식회사 웰메이드웰니스,20240607406164,20250417,20250912
명태,명태,고성태 명태회무침,양념젓갈,제조일로부터 180일,,디스이즈 주식회사,2013040307984,20210903,20251031
부침가루,부침가루,고소감자부침가루,기타가공품,24개월  실온,,(주)그린에프엠,2013044320536,20161125,20220406
볶음참깨,볶음참깨,고소담 볶음참깨,기타 농산가공품,제조일로부터 12개월,제조일로 부터 실온 ( 1℃ ~ 35℃ ) 12개월,주식회사 진솔,2022052047346,20251219,20251223
삼겹살,삼겹살,고소당한 삼겹살소스,소스,제조일로부터 6개월,,농업회사법인주식회사유화당,2018048569335,20231020,20241203
음료,음료,고소애 음료 (본),혼합음료,제조일로부터 24개월까지,,(주)한미양행,198803550331262,20230927,20231012
음료,음료,고소애 음료 (위),혼합음료,제조일로부터 24개월까지,,(주)한미양행,198803550331263,20230927,20231012
마요네즈,마요네즈,고소하고 진한 마요네즈,마요네즈,5개월,,대상(주)기흥공장,19800347002666,20240329,20240824
김자반,김자반,고소하고맛있는돌김자반새우&멸치,조미김,제조일부터 1년,,두원푸드,2012052204541,20211104,20240705
김자반,김자반,고소하고맛있는돌김자반오리지널,조미김,제조일로부터 1년,해당없음,두원푸드,2012052204540,20211103,20240705
김자반,김자반,고소한 견과 김자반,기타 수산물가공품,,해당없음.,주)자두푸드시스템,201501601499,20180903,20180905
계란,계란,고소한 계란 김밥,즉석섭취식품,제조시부터 72 시간,,(주)대정,20190545009890,20250821,20260110
계란,계란,고소한 계란볶음밥,즉석조리식품,제조일로부터 12개월까지,,농업회사법인 주식회사 한우물,200804930741569,20250416,20250419
계란,계란,고소한 계란을 듬뿍 든든하고 가벼운 컬리플라워 볶음밥! 역시 배민이지,즉석조리식품,냉동. 12개월,,(주)시아스,200504150204486,20220630,20241017
연두부,연두부,고소한 고향 연두부,두부,냉장15일,,부흥식품,197306180102,19901210,20160706
김자반,김자반,고소한 김자반,조미김,제조일로부터 12개월,,케이푸드테크(주),2006050001731,20201026,20250813
사탕,사탕,고소한 깨사탕,캔디류,제조일로부터 2년,,성미제과,1989022701050,20111221,20231122
마요네즈,마요네즈,고소한 마요네즈,마요네즈,제조일로부터 6개월,,롯데웰푸드주식회사천안공장,199604490022020,20251105,20260205
마요네즈,마요네즈,고소한 마요네즈,마요네즈,제조일로부터 7개월까지,,(주)원일식품,200004430424000,20251211,20260129
마요네즈,마요네즈,고소한 마요네즈,마요네즈,제조일로부터 5개월,,(주)삼진푸드,19910443029408,20050729,20171103
마요네즈,마요네즈,고소한 마요네즈,마요네즈,"실온(1 ~ 35 ℃), 4개월",,(주)아워홈,20060445219574,20140605,20250330
마요네즈,마요네즈,고소한 마요네즈 골드,마요네즈,"JAR제품 : 6개월(실온), Pouch제품 : 5개월(실온)",,대상(주)기흥공장,19800347002454,20151021,20221012
모짜렐라,모짜렐라,고소한 모짜렐라 치즈스틱,기타가공품,제조일로부터 12개월까지,없음,주식회사 조흥,20220619309219,20250522,20250523
볶음참깨,볶음참깨,고소한 볶음참깨,기타가공품,12개월,제조일로부터 12개월,지리산처럼영농조합법인,2012049204211,20130225,20240117
볶음참깨,볶음참깨,고소한 볶음참깨,기타 농산가공품,제조일로부터 12개월,,강진지역자활센터 (달고향푸드),201905260525,20251222,20251224
볶음참깨,볶음참깨,고소한 볶음참깨,기타 농산가공품,12개월,,청학에프엔씨(주),1990036006869,20170208,20171125
볶음참깨,볶음참깨,고소한 볶음참깨,기타가공품,제조일로부터 12개월,,농업회사법인 주식회사 청정식품,19970193469114,20250818,20250820
볶음참깨,볶음참깨,고소한 볶음참깨,기타가공품,제조일로부터 12개월,제조일로부터 12개월,진유당,202003855928,20240827,20260201
볶음참깨,볶음참깨,고소한 볶음참깨,기타 농산가공품,12개월,12개월,한솔예랑,2009015409321,20240314,20240529
볶음참깨,볶음참깨,고소한 볶음참깨,기타 농산가공품,제조일부터1년,,(주)르푸디,2019060607812,20210226,20210304
볶음참깨,볶음참깨,고소한 볶음참깨가 가득,기타가공품,1년,,유한회사 정푸드,2012048715938,20231213,20240117
연두부,연두부,고소한 연두부,두부,제조일로부터 27일,,(주)맑은식품,20060445211175,20250808,20250910
볶음참깨,볶음참깨,고소한 유기농 볶음참깨,기타 농산가공품,12개월까지,,동방제유 주식회사,20170497031159,20260508,20260512
유정란,유정란,고소한 유정란을 더한 닭가슴살 볶음밥,즉석조리식품,제조일부터9개월(냉동),,농업회사법인 주식회사 한우물,20080493074112,20130717,20240117
달걀,달걀,고소한 찰옥수수달걀탕,즉석조리식품,제조일로부터 10일,,(주)베베쿡,200303806613217,20260619,20260620
마요네즈,마요네즈,고소한 프리미엄 골드 마요네즈R,마요네즈,제조일로부터 4개월,,롯데웰푸드주식회사천안공장,199604490022050,20260427,20260429
계란,계란,고소한계란김밥,즉석섭취식품,제조시간으로부터 60시간,,(주)영진데리카후레쉬,200303641181741,20250820,20260503
계란,계란,고소한계란샐러드필링,기타가공품,제조일로부터 45일 까지,해당사항 없음,대상참푸드 주식회사,20020211069266,20240726,20240801
마요네즈,마요네즈,고소한마요네즈,마요네즈,8개월,,대상(주)기흥공장,19800347002184,20020404,20230823
마요네즈,마요네즈,고소한마요네즈골드(HB),마요네즈,5개월,,대상(주)기흥공장,19800347002678,20241216,20241220
볶음참깨,볶음참깨,고소한볶음참깨,기타 농산가공품,제조일로부터 12개월,,주식회사 진실한공방,2020036313462,20240908,20250917
볶음참깨,볶음참깨,고소한볶음참깨,기타가공품,제조일로부터 12개월까지,,그래식품,2019057207510,20201115,20201127
삼겹살,삼겹살,고소한삼겹살쌈장,혼합장,제조일로부터1년,,농업회사법인뉴그린푸드(주),20110618063392,20200902,20200905
연두부,연두부,고소한연두부,두부,제조일로부터 20일까지 (0~10℃에서 냉장보관),,소이빈네이처제2공장,19980568016160,20141126,20160706
연두부,연두부,고소한연두부,두부,13일(냉장보관),,두원식품주식회사,1999054114519,20041116,20160706
연두부,연두부,고소한옛날콩연두부,두부,15일,,(주)삼영식품,1973034700165,20151006,20210825
계란,계란,고소한참깨계란블럭,알함유가공품,실온에서 제조일로부터 12월,,상미식품주식회사,19910449004834,20191227,20260210
계란,계란,고소한참깨계란블럭-cup,알함유가공품,제조일로부터 12월까지(실온),,상미식품주식회사,19910449004563,20130227,20201222
사탕,사탕,고소한콩과흑사탕,캔디류,제조일로부터 1년,,양지제과(주),200501543822,20050902,20160706
볶음참깨,볶음참깨,고소함 담은 국산 볶음참깨,기타가공품,제조일로부터 12개월,,청해식품,2024083908013,20250206,20250211
볶음참깨,볶음참깨,고소함을담은유기농볶음참깨,기타 농산가공품,제조일로부터 18개월,,(주)호랑이나무,2023048173310,20250519,20251112
연두부,연두부,고소함이 가득한 맛연두부,두부,제조일로부터 12일(월.년) (냉장),,검단식품주식회사,2000020815314,20091030,20221018
볶음참깨,볶음참깨,고소함이살아있는볶음참깨,기타 식용유지가공품,1년,,(주)참다온,200004591217,20011226,20160706
볶음참깨,볶음참깨,고소해油 볶음참깨,기타가공품,제조일로부터 1년,,봄날의 방앗간,201204150444,20160705,20160706
볶음참깨,볶음참깨,고수운볶음참깨,기타 농산가공품,제조일로부터 12개월,,지보농협참깨가공유통센터,1990057104623,20180212,20200704
올리고당,올리고당,고순도프락토올리고당-L95,올리고당가공품,제조일로부터 2년,,(주)쎄레스,19850368057145,20260102,20260107
사탕,사탕,고쉐프의 불닭솜사탕,캔디류,제조일로부터 12개월,,(주)나루아토,2024091100559,20250516,20250520
설탕,설탕,고쉐프의 캐릭터솜사탕이 잘 만들어지는 노랑설탕,기타설탕,제조일로부터  12개월,,(주)나루아토,202409110053,20240926,20241008
설탕,설탕,고쉐프의 캐릭터솜사탕이 잘 만들어지는 노랑설탕(바나나향),기타설탕,제조일로부터 12개월,,(주)나루아토,2024091100556,20250512,20250514
설탕,설탕,고쉐프의 캐릭터솜사탕이 잘 만들어지는 보라설탕(블루베리향),기타설탕,제조일로부터 12개월,,(주)나루아토,2024091100569,20250814,20250815
설탕,설탕,고쉐프의 캐릭터솜사탕이 잘 만들어지는 빨강설탕,기타설탕,제조일로부터 12개월,,(주)나루아토,2024091100544,20250324,20250327
설탕,설탕,고쉐프의 캐릭터솜사탕이 잘 만들어지는 빨강설탕(딸기향),기타설탕,제조일로부터 12개월,,(주)나루아토,2024091100554,20250512,20250514
사탕,사탕,고쉐프의 캐릭터솜사탕이 잘 만들어지는 빨강설탕(불닭),기타설탕,제조일로부터 12개월,,(주)나루아토,2024091100558,20250512,20250514
사탕,사탕,고쉐프의 캐릭터솜사탕이 잘 만들어지는 설탕,기타설탕,제조일로부터 12개월,,(주)나루아토,2024091100543,20250324,20250327
사탕,사탕,고쉐프의 캐릭터솜사탕이 잘 만들어지는 설탕(사과향),기타설탕,제조일로부터 12개월,,(주)나루아토,2024091100557,20250512,20250514
사탕,사탕,고쉐프의 캐릭터솜사탕이 잘 만들어지는 주황설탕,기타설탕,제조일로부터 12개월,,(주)나루아토,2024091100546,20250324,20250327
사탕,사탕,고쉐프의 캐릭터솜사탕이 잘 만들어지는 파랑설탕,기타설탕,제조일로부터 12개월,,(주)나루아토,2024091100545,20250324,20250327
사탕,사탕,고쉐프의 캐릭터솜사탕이 잘 만들어지는 파랑설탕(포도향),기타설탕,제조일로부터 12개월,,(주)나루아토,2024091100555,20250512,20250514
계란,계란,고스락 유기농 계란간장,소스,제조일로부터 1년6개월,,영농조합법인 다송리사람들,2010048705754,20251218,20260514
계란,계란,고슬고슬 계란코팅 황금밥알 200°C 바베큐&에그 볶음밥,즉석조리식품,제조일로부터 9개월까지,,농업회사법인 주식회사 한우물,200804930741635,20250903,20250912
계란,계란,고슬고슬 계란코팅 황금밥알 200°C 새우&갈릭 볶음밥,즉석조리식품,제조일로부터 9개월까지,,농업회사법인 주식회사 한우물,200804930741629,20250901,20250912
계란,계란,고슬고슬 계란코팅 황금밥알 200°C 포크&스크램블 볶음밥,즉석조리식품,제조일로부터 9개월까지,,농업회사법인 주식회사 한우물,200804930741632,20250901,20250912
계란,계란,고슬고슬 계란코팅 황금밥알200℃ 바베큐&에그 볶음밥,즉석조리식품,제조일로부터 9개월,,(주)하림산업 함열식품1공장,20200491392437,20240524,20240529
계란,계란,고슬고슬 계란코팅 황금밥알200℃ 새우&갈릭 볶음밥,즉석조리식품,제조일로부터 9개월,,(주)하림산업 함열식품1공장,20200491392435,20230831,20240604
계란,계란,고슬고슬 계란코팅 황금밥알200℃ 포크&스크램블 볶음밥,즉석조리식품,제조일로부터 9개월,,(주)하림산업 함열식품1공장,20200491392436,20230831,20240604
청양고추,청양고추,고시랑양파청양고추장,혼합장,,24개월,고시랑장독대,2010043902731,20150615,20160706
초장,초장,고시산어성초장아찌,절임식품,제조일부터6개월,제조일부터6개월,고시산푸드,2019044712112,20201205,20201207
콩나물,콩나물,고씨콩나물소스,소스,냉장12개월.,,하주푸드,20030607061237,20210323,20210324
사탕,사탕,고양사탕무조청,기타엿,제조일로부터 1년,,(주)사탕수수,202404835092,20240925,20250522
사탕,사탕,고양사탕수수조청,기타엿,제조일로부터 1년,,(주)사탕수수,202404835091,20240925,20250522
명태,명태,고운면옥 명태초무침,절임식품,제조일로부터 12개월,,온세푸드,2022034466147,20260410,20260411
한돈,한돈,고유한돈 불고기소스,소스,제조일로부터 12개월,,(주)금진식품,200804490041023,20211110,20260427
한돈,한돈,고유한돈 주물럭소스,소스,제조일로부터 12개월,,(주)금진식품,200804490041022,20211110,20260428
연두부,연두부,고은결연두부,두부,제조일로부터 20일,,빛담정농원,2000048762711,20100610,20240117
초장,초장,고초장소스,소스,제조후 6개월,,원앤모어,2022045740043,20241220,20241224
음료,음료,고추냉이 차음료,액상차,제조일로부터 12개월,생략,(주)브니엘월드,201904091998,20191228,20230610
당면,당면,고추당면만두,만두,제조일로부터 15일,,성진식품,200101543496,20180411,20180414
사탕,사탕,고추사탕 레드팝,캔디류,제조일부터 24개월,,(주)맛고을식품,19960275012419,20240322,20240514
후추,후추,고추와 후추가루,기타 농산가공품,14개월,해당사항 없음,(주)다님길,2014046701777,20240109,20240112
