sourceKeyword,PRDLST_NM,PRDLST_DCNM,POG_DAYCNT,QLITY_MNTNC_TMLMT_DAYCNT,BSSH_NM,PRDLST_REPORT_NO,PRMS_DT,LAST_UPDT_DTM
요거트,ABC애플요거트스위트,식물성크림,제조일로부터 12개월,제조일로부터 12개월,(주)삼광식품,197304430031892,20260609,20260610
요거트,AM 딸기요거트드레싱,소스,4개월,,(주)예우당에프에스,200804450561154,20260115,20260116
치즈,치즈부스터향,혼합제제,유통기간미등록,,(주)엠에스씨,197506140031175,20080228,20160706
치즈,(99핫도그)크리스피 치즈 반반 핫도그,빵류,제조일로부터 9개월,,주식회사키큰아이,20170549035216,20230313,20241218
치즈,(H)뉴욕치즈케이크피스,빵류,180일(냉동-18이하 보관),,씨제이푸드빌주식회사,19970445144315,20020305,20250416
치즈,(H)딸기치즈쏘스윗박스,빵류,180일,,씨제이푸드빌주식회사,199704451444182,20240624,20250725
치즈,(Mon)치즈케이크(2호),빵류,"15일(실온,냉장), 9개월(냉동)",,홈플러스 주식회사,20080360284966,20160922,20200826
치즈,(Mon)치즈케이크3호(냉동),빵류,9개월(냉동),,홈플러스 주식회사,200803602841128,20200522,20211109
치즈,(NEW)피제이명품갈릭디핑치즈소스,소스,제조일부터 9개월,,프레시플러스 주식회사,200304432174160,20200617,20250617
치즈,(R)컵-GR-치즈플레인시럽(T)2,기타가공품,제조일로부터 3개월까지,제조일로부터 3개월까지,아그라나프루트코리아주식회사,199104430102724,20250318,20250320
치즈,(가또)뉴욕치즈케익,빵류,제조일로부터 12개월,,(주)가또케익,20040347013431,20250813,20251002
치즈,(가또)수플레치즈 케이크,빵류,제조일로부터12개월,,(주)가또케익,20040347013428,20250703,20250719
치즈,(냉)찹쌀치즈볼,빵류,제조일로부터 6개월까지,,(주)굿투베이크,20100275218294,20190614,20250524
치즈,(냉)치즈볼,빵류,제조일로부터 6개월까지,,(주)굿투베이크,20100275218291,20190427,20250527
치즈,(냉)흑미치즈볼,빵류,제조일로부터 6개월까지,,(주)굿투베이크,20100275218303,20191016,20250524
치즈,(냉동)뉴욕치즈,빵류,90일,,(주)현대그린푸드 베이커리공장,2016027538812,20161226,20250726
치즈,(냉동)뉴욕치즈,빵류,제조일로부터 6개월까지,-18℃이하 냉동보관시 제조일로부터 6개월,(주)북해도스위트코리아,2014045904048,20240805,20250709
치즈,(냉동)뉴욕치즈타르트,빵류,제조일로부터 90일,,(주)현대그린푸드 베이커리공장,20160275388178,20181001,20240326
치즈,(냉동)무화과크림치즈휘낭시에,빵류,제조일로부터 180일,,(주)현대그린푸드 베이커리공장,20160275388547,20251010,20251014
치즈,(냉동)빅불고기치즈벅,즉석조리식품,제조일로부터 12개월까지,,주식회사 대신에프에스,20160501105244,20251217,20251225
치즈,(냉동)수플레치즈케이크,빵류,제조일로부터 180일,,(주)현대그린푸드 베이커리공장,20160275388281,20200730,20260407
치즈,(냉동)아메리칸치즈케익,빵류,90일,,(주)현대그린푸드 베이커리공장,20160275388234,20200513,20230825
계란,(이오김밥)계란물용믹스,소스,제조일로부터 12개월까지,,주식회사 혜성식품,20010263055995,20250324,20250410
계란,(일식)부드러운계란찜,즉석조리식품,제조일로부터 7일,,라임에프앤비(주),20210222240526,20231110,20240201
계란,1번 계란으로 만든 우리밀 식빵,빵류,4일,,(주)에이치앤에스두리반,2009036528885,20210824,20260201
계란,1분즉석국 계란북엇국,즉석조리식품,제조일로부터 12개월,,동림푸드(주),19910386025661,20240902,20240912
계란,1분포켓국 북어계란국,즉석조리식품,제조일로부터 18개월,,농업회사법인 주식회사 연꽃마을,20110358180105,20250212,20260210
계란,58계란빵,빵류,제조일로부터 6개월,,맘스케이크 주식회사,20170415083106,20230512,20250513
계란,BAP CLUB 계란게살맛 볶음밥,즉석조리식품,제조일로부터 15개월,,아침 주식회사,20070461053191,20260416,20260514
계란,BM 모짜렐라 계란빵,빵류,제조일로부터 12개월까지,,(주)대승푸드,2025056908512,20251209,20251216
계란,BM 오리지날 계란빵,빵류,제조일로부터 12개월까지,,(주)대승푸드,2025056908511,20251209,20251216
계란,BM 콘치즈 계란빵,빵류,제조일로부터 12개월까지,,(주)대승푸드,2025056908513,20251215,20251216
계란,CP통계란&닭가슴살샐러드,즉석섭취식품,제조일로부터 6일 까지,제조일로부터 6일 까지,(주)농업법인 은성,20200393064115,20260318,20260414
계란,CP통계란&케이준샐러드,즉석섭취식품,제조일로부터 6일 까지,제조일로부터 6일 까지,(주)농업법인 은성,20200393064123,20260323,20260324
계란,Chefood 간장계란 삼각김밥,즉석조리식품,제조일로부터 12개월,,롯데평택CK 주식회사,199503062742284,20260507,20260508
계란,Chefood 계란볶음밥 삼각김밥,즉석조리식품,제조일로부터 12개월,,롯데평택CK 주식회사,199503062742285,20260507,20260508
계란,Eatmate 닭가슴살 구운주먹밥 간장계란,즉석조리식품,제조일로부터 12개월까지,,농업회사법인 주식회사 한우물,200804930741099,20220425,20240117
계란,Full 마늘밥계란장조림주먹밥,즉석섭취식품,제조일시로부터 72시간,,(주)후레쉬서브,200803362281450,20240701,20240815
계란,Grilled MUSUBI CLASSIC EGG 식물성 햄 계란 무스비,즉석조리식품,제조일로부터 18개월까지 (-18℃이하 냉동보관),,(주)이노하스,2024066107566,20251202,20251204
계란,HEYROO 계란국,즉석조리식품,제조일로부터 12개월,,(주)대도F&D,19920392069269,20200912,20230610
계란,JINZZA 간장계란덮밥,즉석조리식품,냉동 12개월,,농업회사법인 주식회사 아리파머스,2022056214685,20260421,20260422
계란,KY계란볶음밥,즉석조리식품,제조일로부터 12개월까지,,천일식품(주),199301993491480,20250729,20250801
두부,(moon)순두부찌개소스,소스,6개월(냉장),,주식회사 세원프레쉬,201503686511266,20250211,20250212
두부,(밀키트)마파두부소스,소스,제조일로부터 4개월,,태원식품산업(주),1985031100111657,20220119,20220128
두부,(순두부용)닭개장고기양념,식육함유가공품,제조일로부터 12개월까지,,석호네푸드 주식회사,2024063508523,20250518,20250520
두부,(순두부용)닭곰탕고기양념,식육함유가공품,제조일로부터 12개월까지,,석호네푸드 주식회사,2024063508525,20250623,20250625
두부,(정희)잣두부티라미수,빵류,제조일로부터 냉동6개월,,오늘디저트,20220505149148,20250928,20251209
두부,(정희)잣두부홀케이크,빵류,제조일로부터 냉동 6개월,,오늘디저트,20220505149149,20251124,20251209
두부,(포엠)순두부찌개양념,소스,제조일로부터 5개월,,태원식품산업(주),1985031100116230,20250922,20250925
두부,(하루솥밥)순두부찌개소스,소스,6개월(냉장),,주식회사 세원프레쉬,201503686511261,20250206,20250212
두부,100% 국산콩 네컵연두부,두부,제조일로부터 27일,,(주)맑은식품,20060445211186,20260109,20260113
두부,100% 국산콩 농부가 직접만든 두부,두부,제조일부터 10일,,황금씨앗,2014052407021,20160714,20160721
두부,100% 국산콩 두부,두부,23일  냉장,,(주)에스앤푸드,20090443012126,20240726,20240730
두부,100% 국산콩 두부,두부,27일,,(주)제이에프,2005057017750,20240411,20240924
두부,100% 국산콩 두부,두부,15일,,농업회사법인주식회사 서종전통식품,2023053703712,20240615,20250717
두부,100% 국산콩 순두부,두부,21일,,(주)제이에프,2005057017751,20240411,20240924
두부,100% 순수 국산콩 전통 두부,두부,제조일로부터 25일,,농업회사법인(주)라라스팜,2016048748416,20200319,20240322
두부,100% 안동콩을 사용해 전통방식 그대로 만든 고소한 두부는 배민이지,두부,제조일로부터 25일,,안동농협 더햇식품사업소,2008054327490,20220915,20230818
두부,13brix영양두부,두부,제조일로부터 19일,,(주)두솔,19890474008149,20120215,20200220
두부,1974 왕두부,두부,제조일로부터 20일까지,,(주)오빌식품,1972033800192,20180523,20180525
두부,1등급 국산 콩만을 엄선한 국산콩 두부,두부,20일  냉장,20일  냉장,(주)에스앤푸드,20090443012176,20230510,20230524
두부,1등급 기준 국산 연천콩 두부,두부,제조일부터      20     일,제조일부터      20     일,(주)우천식품,19810372140105,20190822,20190823
콩나물,(주)태승F&C콩나물무침용분말,복합조미식품,제조일로부터 12개월까지,,(주)미래푸드,20190424115125,20240517,20240518
콩나물,337녹두와콩나물생막걸리,탁주,제조일로부터 45일,,337백곡막걸리,2013002023737,20240129,20240129
콩나물,88콩나물불고기용소스,소스,제조일로부터 6개월,,태원식품산업(주),1985031100113827,20231106,20231107
콩나물,88콩나물불고기용소스,소스,제조일로부터 6개월,,태원식품산업(주),1985031100113819,20231103,20231107
콩나물,B-26 콩나물잡채비빔밥 정기 도시락,즉석섭취식품,상온에서 8시간,,(주)해림푸드시스템,20130141524110,20210521,20210525
콩나물,BCK콩나물분말,기타가공품,제조일로부터2년,제조일로부터 2년,발효식품연구소 풍경,2019050201261,20211221,20240117
콩나물,C 곱슬콩나물,과.채가공품,제조일로부터 14일(냉장),,(주)채다원,20220249153202,20240930,20241003
콩나물,C 곱슬콩나물 50g,과.채가공품,제조일로부터 14일,,주식회사 기호식품,2023037716638,20250916,20260613
콩나물,CY콩나물육수A,소스,제조일로부터6개월,,(주)소스플러스,20180374830651,20260322,20260324
콩나물,JM콩나물국스프,복합조미식품,제조일로부터 12개월,,(주)송림에프에스,201804500291361,20251031,20251101
콩나물,OVD 매콤콩나물무침,조림류,제조시간으로부터 22시간,,씨제이프레시웨이 주식회사 센트럴키친중부지점,20200374351169,20230829,20240511
콩나물,OVD 매콤콩나물찜,조림류,제조일로부터 3일,,씨제이프레시웨이 주식회사 센트럴키친중부지점,20200374351263,20240816,20240817
콩나물,OVD 콩나물무침,조림류,제조시간으로부터 72시간,,씨제이프레시웨이 주식회사 센트럴키친중부지점,20200374351144,20230214,20240426
콩나물,SC 한우콩나물옹근죽,영.유아용 이유식,제조일로부터 1개월까지,,(주)에코맘의 산골이유식,20200614037700,20220413,20220414
콩나물,SD 아귀순살콩나물진밥,영.유아용 이유식,제조일로부터 1개월까지,,(주)에코맘의 산골이유식,20200614037863,20220627,20220706
콩나물,SD 한우콩나물진밥,영.유아용 이유식,제조일로부터 1개월까지,,(주)에코맘의 산골이유식,20200614037570,20220408,20220414
콩나물,SD콩나물무침분말,복합조미식품,제조일로부터 12개월,,주식회사세명에프엔에프,20100154489595,20221017,20221019
콩나물,SG 콩나물다대기소스,소스,제조일부터 냉장( 0℃~10℃ ) 45일까지,,(주)상구푸드,2022045702555,20250602,20250603
콩나물,SG콩나물국밥육수분말,소스,제조일로부터 12개월,,(주)소스플러스,20180374830328,20230817,20251202
콩나물,The미식 김치콩나물국,즉석조리식품,제조일로부터 12개월,,(주)하림산업 함열식품1공장,20200491392441,20231012,20240301
돼지고기,512김치돼지고기볶음소스,즉석조리식품,제조일부터 12개월,,(주)오래식품,199903683391857,20200203,20200313
돼지고기,JE돼지고기장조림,조림류,제조일로부터 12개월,,(주)정이푸드빌,20060392118543,20210804,20251031
돼지고기,MYCHEFxJEJUair 제주로 매콤 돼지고기 전복 버터밥,간편조리세트,제조일로부터 6개월까지,,(주)마이셰프,20230377067103,20230411,20230425
돼지고기,SC돼지고기밑간양념,소스,제조일로부터 냉동10개월,,(주)삼삼무무푸드,20160115456451,20230130,20230204
돼지고기,SD 돼지고기낙지진밥,영.유아용 이유식,제조일로부터 1개월까지,,(주)에코맘의 산골이유식,20200614037611,20220408,20220414
돼지고기,SD 돼지고기무진밥,영.유아용 이유식,제조일로부터 1개월까지,,(주)에코맘의 산골이유식,20200614037537,20220407,20220413
돼지고기,SD 돼지고기부추진밥,영.유아용 이유식,제조일로부터 1개월까지,,(주)에코맘의 산골이유식,20200614037608,20220408,20220414
돼지고기,SD 돼지고기수수진밥,영.유아용 이유식,제조일로부터 1개월까지,,(주)에코맘의 산골이유식,20200614037614,20220408,20220414
돼지고기,SD 돼지고기연근진밥,영.유아용 이유식,제조일로부터 1개월까지,,(주)에코맘의 산골이유식,20200614037605,20220408,20220414
돼지고기,SD 아스파라거스돼지고기진밥,영.유아용 이유식,제조일로부터 1개월까지,,(주)에코맘의 산골이유식,20200614037599,20220408,20220414
돼지고기,SD 죽순돼지고기진밥,영.유아용 이유식,제조일로부터 1개월까지,,(주)에코맘의 산골이유식,20200614037587,20220408,20220414
돼지고기,The미식 돼지고기김치찌개,즉석조리식품,제조일로부터 12개월 까지,,(주)하림산업 함열식품1공장,20200491392310,20220908,20250326
돼지고기,[2배 농축]국밥용돼지고기탕,즉석조리식품,제조일로부터 12개월,,(주)현대그린푸드 스마트푸드센터,201902803274715,20260122,20260128
돼지고기,[3구]태국식 돼지고기 볶음,조림류,제조일로부터 12개월까지,,(주)늘푸른,2017036434263,20250610,20260201
돼지고기,[당뇨식단] 돼지고기배추찜 세트,당뇨환자용 식단형 식품,제조일로부터 4일,,(주)현대그린푸드 스마트푸드센터,201902803273364,20240223,20260417
돼지고기,[리틀비엣남] 국내산 돼지고기로 만든 수제 짜조,즉석조리식품,제조일로부터 12개월,,(주)비엔에프글로벌 이선,20200374418227,20260520,20260528
돼지고기,[암식단] 돼지고기찜 세트,암환자용 식단형 식품,제조일로부터 4일,,(주)현대그린푸드 스마트푸드센터,201902803273465,20240327,20260430
돼지고기,[암식단] 마늘종돼지고기볶음 세트,암환자용 식단형 식품,제조일로부터 4일,,(주)현대그린푸드 스마트푸드센터,201902803272922,20230426,20240326
돼지고기,[암식단] 매콤순두부돼지고기소스 세트,암환자용 식단형 식품,제조일로부터 4일,,(주)현대그린푸드 스마트푸드센터,201902803273466,20240327,20251018
돼지고기,[투석식단] 마늘종돼지고기볶음 세트,신장질환자용 식단형 식품,제조일로부터 4일,,(주)현대그린푸드 스마트푸드센터,201902803272991,20230612,20240326
소고기,(농축)소고기무국,기타가공품,제조일로부터1년(냉동보관),,젤존푸드(주),20000368362337,20080528,20160706
소고기,(사골이들어간)소고기우거지국,즉석조리식품,제조일로부터 4일,,라임에프앤비(주),20210222240398,20220612,20240201
소고기,(사골이들어간)소고기우거지국(냉동),즉석조리식품,제조일로부터 12개월(냉동),,라임에프앤비(주),20210222240655,20250123,20250124
소고기,(전통)소고기메추리알장조림,기타가공품,제조일로부터12개월(냉장보관),,젤존푸드(주),20000368362345,20081006,20160706
소고기,(하림)소고기맛베이스M2,복합조미식품,제조일로부터 12개월,,(주)삼아벤처,199104430242181,20200924,20200926
소고기,1980 소고기 라면,유탕면,제조일로부터 6개월까지,,(주)팔도,20120512055504,20251104,20251107
소고기,1980 소고기 라면,유탕면,제조일로부터 6개월까지,,(주) 팔도,19830358021775,20251023,20251105
소고기,1분포켓국 사골소고기국,즉석조리식품,제조일로부터 18개월,,농업회사법인 주식회사 연꽃마을,20110358180103,20250212,20260210
소고기,30년전통 통영 할매 소고기부추장,절임식품,제조일로부터 30일,,주식회사 덕이네,2008060425673,20230524,20230526
소고기,3일소고기국밥,즉석조리식품,9개월(냉동),,주식회사 세원프레쉬,20150368651708,20220203,20220208
소고기,5K PRICE 소고기라면,유탕면,제조일로부터 6개월 까지,,(주)하림산업 함열식품 2공장,20200491534195,20260610,20260612
소고기,A소고기육수,소스,제조일로부터 12 개월 까지,,주식회사 티엠씨코퍼레이션,20220515212273,20240802,20260327
소고기,CJ깊은소고기베이스,소스,제조일로부터 6개월,,씨제이제일제당주식회사,19910144038928,20230221,20250211
소고기,CJ진한소고기육수,소스,제조일로부터 60일,,씨제이제일제당(주),20020464088595,20260507,20260512
소고기,CT소고기죽,즉석조리식품,제조일로부터 8개월까지(냉장),,주식회사 동방푸드마스타,199104450778096,20201210,20201211
소고기,Chefood 소고기무국,즉석조리식품,제조일로부터 12개월,,(주)교동식품,19970440082331,20190208,20210924
소고기,Chefood 소고기미역국,즉석조리식품,제조일로부터 12개월,,(주)교동식품,19970440082333,20190213,20210924
소고기,Full소고기짜장밥,즉석섭취식품,제조일시로부터 72시간 이내,,(주)후레쉬서브,200803362281524,20250413,20250723
소고기,GP 소고기 숙성제,복합조미식품,제조일로부터 12개월,,(주)우성푸드텍,2010034519727,20180830,20251114
소고기,GS Fresh) 교동전선생 소고기무국,즉석조리식품,제조일로부터 12개월,해당없음.,(주)달구지푸드 2공장,2023024927913,20230714,20230720
닭고기,KBOB 쌀떡국 닭고기육수맛,즉석조리식품,제조일로부터 12개월,,(주)세준에프앤비 2공장,2021041204836,20210929,20230610
닭고기,SC 이로운 죽 닭고기,즉석조리식품,12개월,,서창산업(주),19910257032210,20200824,20241113
닭고기,SD 닭고기블루베리배진밥,영.유아용 이유식,제조일로부터 1개월까지,,(주)에코맘의 산골이유식,20200614037602,20220408,20220414
닭고기,SD 비트닭고기진밥,영.유아용 이유식,제조일로부터 1개월까지,,(주)에코맘의 산골이유식,20200614037567,20220407,20220414
닭고기,The미식 육즙닭고기교자,만두,제조일로부터 9개월,,(주)하림산업 함열식품1공장,20200491392496,20240531,20240603
닭고기,be chef. 닭고기베이스,소스,제조일부터 9개월 (냉장보관),,(주)동원홈푸드,200204610738631,20170321,20240322
닭고기,가락닭고기맛라면,유탕면,제조일로부터 5개월,,주식회사두런,2011030418435,20231012,20231020
닭고기,가락닭고기맛라면스프,복합조미식품,제조일로부터 18개월까지,,주식회사 썬에프엘,20000344064986,20230913,20230915
닭고기,가지닭고기애호박죽,영.유아용 이유식,제조일로부터 12일,,주식회사 지니온,20240320157177,20240506,20250501
닭고기,간장닭고기볶음,즉석조리식품,제조일로부터 냉동12개월,,(주)미미식품,198804440181486,20240521,20240523
닭고기,간장닭고기용소스,소스,냉장 6개월,,(주)다미푸드텍,200204451302316,20260514,20260516
닭고기,간장제외/닭고기두부렌틸콩단호박덮밥 밀키트,즉석조리식품,제조일로부터 12개월,,쿡베이스,202002308872025,20241121,20250110
닭고기,간장제외/닭고기두부렌틸콩단호박덮밥 밀키트(베이직),즉석조리식품,제조일로부터 12개월,,쿡베이스,202002308872000,20241121,20241205
닭고기,간장제외/닭고기두부우엉덮밥 밀키트,즉석조리식품,제조일로부터 12개월,,쿡베이스,202002308871744,20240503,20250821
닭고기,간장제외/닭고기두부우엉덮밥 밀키트(베이직),즉석조리식품,제조일로부터 12개월,,쿡베이스,202002308871769,20240517,20250821
닭고기,간장제외/닭고기들깨미역국,즉석조리식품,제조일로부터 12개월,,쿡베이스,202002308872070,20260408,20260410
닭고기,간장제외/닭고기무국,즉석조리식품,제조일로부터 12개월,,쿡베이스,202002308872068,20260408,20260409
닭고기,간장제외/닭고기미역국,즉석조리식품,제조일로부터 12개월,,쿡베이스,202002308872069,20260408,20260409
닭고기,간장제외/닭고기배추국,즉석조리식품,제조일로부터 12개월,,쿡베이스,202002308872067,20260408,20260410
닭고기,간장제외/닭고기버섯부추국,즉석조리식품,제조일로부터 12개월,,쿡베이스,202002308872066,20260408,20260409
불고기,(E)현미소불고기볶음밥,즉석조리식품,제조일로부터 12개월,,(주) 푸르온,199904613861170,20260124,20260127
불고기,(Gtable)소불고기볶음밥,즉석조리식품,제조일로부터 12개월,,주식회사 엄지식품,20150493208292,20180813,20240117
불고기,(나나방콕)불고기소스,소스,제조일로부터 5개월,,태원식품산업(주),1985031100114833,20240813,20241008
불고기,(나나방콕)불고기소스,소스,제조일로부터 6개월까지,,(주)에프앤에스식품,202103521781938,20251110,20251120
불고기,(냉동)고기듬뿍 서울식 버섯 불고기,즉석조리식품,제조일로부터 12개월,,주식회사제일씨엔에프(C&F),2021021229899,20220328,20250424
불고기,(마늘)뚝배기불고기소스,소스,제조일로부터12개월,,국민푸드스토어,2022026437211,20220416,20231125
불고기,(맘마미야)소불고기용양념소스,소스,제조일로부터 냉장4개월,,태원식품산업(주),198503110016026,20161109,20161117
불고기,(밀키트)분짜 불고기양념,소스,제조일로부터  6개월,,태원식품산업(주),1985031100112209,20220621,20241014
불고기,(배고픈덮밥이)불고기소스,소스,제조일로부터 6개월 까지,,주식회사 동방푸드마스타,199104450778649,20220506,20220507
불고기,(청춘식탁)레드불고기양념,소스,제조일로부터 6개월까지,,주식회사 혜성식품,200102630551002,20250425,20250429
불고기,(청춘식탁)불고기양념,소스,제조일로부터 6개월까지,,주식회사 혜성식품,200102630551001,20250425,20250429
불고기,(특판)도시락의정석)돼지불고기편,즉석섭취식품,제조시간으로부터 37시간,,롯데용인CK 주식회사,200003470522698,20200928,20200929
불고기,(특판)도시락의정석)바싹불고기편,즉석섭취식품,제조시간으로부터 37시간,,롯데용인CK 주식회사,200003470522674,20200827,20200830
불고기,(특판)소불고기모둠도시락,즉석섭취식품,제조시간으로부터 37시간,,롯데부산CK 주식회사,200206143692558,20220702,20220706
불고기,(특판)일품소불고기정식1,즉석섭취식품,제조시간으로부터 37시간,,롯데부산CK 주식회사,200206143691924,20190602,20190604
불고기,(하루솥밥)불고기소스,소스,6개월(냉장),,주식회사 세원프레쉬,201503686511262,20250207,20250212
불고기,153불고기양념소스,소스,제조일로부터 12개월,,주식회사 혜성식품,20010263055833,20240117,20260127
불고기,1943불고기소스J,소스,실온6개월까지,,(주)진경식품,20080474073437,20210813,20210818
불고기,1974비래옥소불고기소스,소스,제조일로부터 6개월,,주식회사 에이원식품,2019050503899,20230419,20240117
생선,23번지 남산돈까스 생선까스,기타 수산물가공품,제조일로부터 12개월까지,,(주)초이스키친,2019032414398,20250306,20260227
생선,B-7 생선까스 도시락,즉석섭취식품,상온에서 8시간,,(주)해림푸드시스템,2013014152422,20161031,20180303
생선,Chef 생선조림소스,소스,제조일로부터 9개월까지,,(주)대유푸드,200904150481279,20250814,20250815
생선,DHA가 함유된 통살 민대구 생선카츠,기타 수산물가공품,제조일로부터 12개월,-,참손푸드(주),1999012815853,20260310,20260414
생선,E-생선조림소스,소스,제조일로부터 6개월까지,,이푸드(주),200904330552619,20200116,20200117
생선,FM-중동-생선조림용소스,소스,제조일로부터 4개월,,태원식품산업(주),1985031100114212,20240226,20240314
생선,M생선조림양념장,소스,제조일부터 냉동( -18℃이하) 12개월,,주식회사 나래푸드원,20170156018443,20230128,20230201
생선,SB 흰살생선곤드레묽은죽,영.유아용 이유식,제조일로부터 1개월까지,,(주)에코맘의 산골이유식,20200614037840,20220627,20220706
생선,SB 흰살생선로메인묽은죽,영.유아용 이유식,제조일로부터 1개월까지,,(주)에코맘의 산골이유식,20200614037847,20220627,20220706
생선,SB 흰살생선배추묽은죽,영.유아용 이유식,제조일로부터 1개월까지,,(주)에코맘의 산골이유식,20200614037775,20220413,20220415
생선,SB 흰살생선보리묽은죽,영.유아용 이유식,제조일로부터 1개월까지,,(주)에코맘의 산골이유식,20200614037714,20220413,20220414
생선,SB 흰살생선새송이묽은죽,영.유아용 이유식,제조일로부터 1개월까지,,(주)에코맘의 산골이유식,20200614037738,20220413,20220414
생선,SB 흰살생선순두부묽은죽,영.유아용 이유식,제조일로부터 1개월까지,,(주)에코맘의 산골이유식,20200614037739,20220413,20220414
생선,SB 흰살생선시금치묽은죽,영.유아용 이유식,제조일로부터 1개월까지,,(주)에코맘의 산골이유식,20200614037740,20220413,20220414
생선,SB 흰살생선완두콩묽은죽,영.유아용 이유식,제조일로부터 1개월까지,,(주)에코맘의 산골이유식,20200614037765,20220413,20220415
생선,SB 흰살생선채소묽은죽,영.유아용 이유식,제조일로부터 1개월까지,,(주)에코맘의 산골이유식,20200614037716,20220413,20220414
